,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
8957,F485__509929,Makara C/Park > Ohariu Pt & Gun Emplcmnt,,,5.0,99.0,99.0,,99.0,,,,,MAKARA C/PARK > OHARIU PT & GUN EMPLCMNT,,,DOC,DOC,,,,"LINESTRING (1743349.7788191515 5435433.750343965, 1743354.121969575 5435432.00991882)",0.0,4.678892527971467
7699,F485__512168,Wcww Bryants Farmland,,,3.0,99.0,99.0,,99.0,,,,,WCWW BRYANTS FARMLAND,,,DOC,DOC,,,,"MULTILINESTRING ((1736403.1514520736 5699973.751346683, 1736401.2391 5699971.5481, 1736327.4916000003 5699916.0828, 1736273.7430999996 5699861.0356, 1736260.897682053 5699844.730743954), (1735422.2819905342 5698079.767241985, 1735409.4923934038 5698062.379751433), (1735380.7784991579 5698023.343137549, 1735360.0389241765 5697995.147631438))",0.0,249.47369977637373
21305,3582099,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1756253.077001246 5785322.150222961, 1756186.2724000001 5785307.7996)",0.0,68.32858206480414
27373,385,,,,,,99.0,,99.0,,,,,,,,New Plymouth District Council,New Plymouth District Council,,,New Plymouth District Council,"MULTILINESTRING ((1688179.6519999998 5675143.685, 1688182.3633192072 5675150.6748231), (1688313.640971367 5675704.525230069, 1688314.3140000002 5675706.617, 1688315.3660000004 5675714.818, 1688315.1578067695 5675719.117306307), (1688329.1739437564 5675749.765297777, 1688329.0930000003 5675750.275, 1688322.4759999998 5675755.296, 1688315.5949999997 5675760.581, 1688302.6330000004 5675761.1, 1688304.0126999998 5675774.1066, 1688308.6429000003 5675785.0207, 1688313.6039000005 5675793.6197, 1688314.5960999997 5675799.2421, 1688320.8799 5675810.8176, 1688329.1481999997 5675815.7786, 1688337.4164000005 5675827.6849, 1688353.1569636606 5675845.733992516))",0.0,154.56805838680657
18051,3526445,New Plymouth Coastal Walkway,New Plymouth Coastal Walkway,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1691781.8622168978 5676475.33405029, 1691785.9238 5676477.3234, 1691811.9660999998 5676481.8984, 1691828.768182617 5676490.166062577), (1691935.3325268254 5676535.247995111, 1691938.1415771323 5676536.700955963), (1691949.30519176 5676545.092011398, 1691975.9625000004 5676565.6562, 1691986.7410909396 5676571.8481356995))",0.0,98.95030501906948
27477,8,,,,1.0,,99.0,,99.0,,,,,coastal walkway,,,New Plymouth District Council,New Plymouth District Council,,,New Plymouth District Council,"MULTILINESTRING ((1692526.4315061923 5676461.940125562, 1692546.3669999996 5676459.415, 1692570.2829999998 5676461.406, 1692583.328142056 5676460.364129352), (1692616.6449829892 5676457.314890501, 1692617.6279999996 5676457.251, 1692621.6778999995 5676456.9509, 1692629.0710000005 5676456.306), (1691786.579322829 5676475.139246359, 1691787.7708 5676475.8429, 1691793.7795000002 5676479.0269, 1691803.9260999998 5676480.6367, 1691811.7347999997 5676482.4523, 1691819.2309999997 5676485.2634, 1691827.61767974 5676489.318430909), (1691954.2451553564 5676547.655944212, 1691966.1474000001 5676557.4941, 1691977.4568999996 5676565.6795, 1691984.6634 5676570.449, 1691986.3687675954 5676571.33757176), (1692629.0710000005 5676456.306, 1692629.0854181612 5676456.264732644), (1692629.0710000005 5676456.306, 1692630.3479107097 5676456.157788479), (1692655.686904314 5676453.882007484, 1692656.3235935648 5676453.852914215), (1692816.2764793755 5676481.4915988175, 1692816.8320000004 5676481.8013, 1692825.091 5676484.5933, 1692836.608 5676488.0833, 1692856.2800000003 5676495.0783, 1692878.2189999996 5676503.2323, 1692902.6220000004 5676512.3753, 1692919.659 5676519.6423), (1692919.659 5676519.6423, 1692922.3159999996 5676517.3485, 1692925.327545507 5676516.607218419), (1692919.659 5676519.6423, 1692937.0839999998 5676526.0563, 1692954.6339999996 5676531.8943, 1692971.6430000002 5676538.5653, 1693023.847 5676559.8173, 1693040.7889999999 5676568.6503, 1693058.9400000004 5676576.3953, 1693081.205 5676585.8343, 1693100.4460000005 5676593.5783, 1693103.7920000004 5676595.1787, 1693104.5503000002 5676595.5414, 1693114.3619999997 5676600.2343, 1693126.9469999997 5676605.8003, 1693127.3118000003 5676606.0988), (1693127.3118000003 5676606.0988, 1693132.6684999997 5676605.6262, 1693135.1749999998 5676605.405, 1693140.3789999997 5676607.462, 1693141.4939181844 5676608.010739257), (1693127.3118000003 5676606.0988, 1693145.3236999996 5676620.8365, 1693145.9810506557 5676621.13481541), (1693274.8377413533 5676728.0903492365, 1693275.79 5676728.8843, 1693282.8090000004 5676735.2973, 1693290.6739999996 5676744.0103, 1693300.597 5676755.6273, 1693320.3219999997 5676775.4723, 1693341.7400000002 5676794.3493, 1693345.0289478863 5676797.280287288), (1693407.3188663393 5676845.767474104, 1693411.6789999995 5676849.0123, 1693434.4349999996 5676867.3113, 1693442.8265000004 5676873.0897, 1693453.4633 5676881.6699, 1693480.182 5676898.0433, 1693499.1840000004 5676911.4153, 1693507.751376979 5676916.412894303), (1693522.4560807825 5676924.31732663, 1693523.8781000003 5676924.9968, 1693540.4359 5676931.6269, 1693550.8210000005 5676936.8213, 1693560.9678540847 5676942.733706974), (1693126.9469999997 5676606.131, 1693127.3118000003 5676606.0988))",0.0,800.903916644565
19188,3516182,New Plymouth Coastal Walkway,New Plymouth Coastal Walkway,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1692480.2860589803 5676462.703482259, 1692480.7084999997 5676467.6118, 1692485.8093629424 5676468.139467923), (1692510.364063481 5676469.240591217, 1692543.3382 5676465.203, 1692569.1701999996 5676465.4677, 1692620.8778999997 5676462.1163, 1692669.2342999997 5676457.3285, 1692721.4649999999 5676457.1881, 1692746.3230999997 5676463.037, 1692747.1171955355 5676462.998577166), (1692817.5366895504 5676481.72453041, 1692858.4283999996 5676496.1812, 1692943.7258000001 5676529.8128, 1692986.1309000002 5676544.9226, 1693017.3254000004 5676560.0324, 1693055.8370000003 5676584.9487, 1693095.7016000003 5676605.3505, 1693125.9441 5676618.6572, 1693147.6478064498 5676625.292114849), (1693263.4792876437 5676720.253448558, 1693268.3436000003 5676724.7784, 1693283.9408999998 5676738.9134, 1693295.6387999998 5676754.9981, 1693326.2504000003 5676797.4258, 1693380.7019999996 5676843.5003, 1693465.1719000004 5676903.5368, 1693509.8502000002 5676930.0645, 1693560.6098965022 5676944.528383524), (1693706.602324567 5677065.352947482, 1693710.4282 5677069.3802, 1693711.2191147294 5677069.82311069))",0.0,995.2671885992146
20558,,Near Lepperton to New Plymouth,Forgotton World Highway,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1696814.158389248 5678976.806745024, 1696606.5882 5678930.9827, 1696454.926074672 5678848.643564264), (1696419.806740816 5678829.576868535, 1696410.1184811597 5678824.316999434), (1694157.580541959 5677026.368015637, 1693992.8858930697 5677046.931519724), (1693683.340953179 5677044.195307429, 1693582.9869008418 5676965.339041817), (1693560.0534213705 5676947.31835898, 1693538.1952977604 5676930.1426698975), (1693168.618182396 5676639.73614924, 1693167.1728562166 5676638.600439994), (1693147.0936050923 5676623.909800176, 1692823.9799003636 5676482.647052309))",0.0,1072.047939215423
27474,19,,,,1.0,,99.0,,99.0,,,,,coastal walkway extn,,,New Plymouth District Council,New Plymouth District Council,,,New Plymouth District Council,"MULTILINESTRING ((1696469.732276348 5678838.552500718, 1696474.8854999999 5678842.0493, 1696493.4063999997 5678855.8077, 1696512.4563999996 5678874.3286, 1696527.2730999999 5678885.9703, 1696542.619 5678897.0828, 1696552.6731000002 5678902.9036, 1696569.0848086204 5678909.113481004), (1696597.4562847046 5678922.7774273, 1696603.4732 5678926.187, 1696618.2899000002 5678932.0079, 1696641.0442000004 5678936.7704, 1696682.3191999998 5678944.1787, 1696709.3068000004 5678949.4704, 1696720.4193000002 5678950.5287, 1696734.2391466878 5678950.052215669), (1696783.0354391094 5678964.233818003, 1696789.7402999997 5678967.4621, 1696802.4403 5678975.3996, 1696811.9653000003 5678980.1621, 1696820.0177049118 5678982.309398959))",0.0,304.7339631359226
10688,3526516,New Plymouth Coastal Walkway,New Plymouth Coastal Walkway,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1696470.5139099082 5678838.18737216, 1696487.3849 5678850.7128, 1696525.0218000002 5678883.3683, 1696547.7145999996 5678899.4193, 1696558.7843000004 5678904.6774, 1696567.7169813728 5678908.381190876), (1696599.9188499167 5678923.169130926, 1696615.5163000003 5678930.9679, 1696642.9137000004 5678935.9492, 1696680.5505999997 5678943.4213, 1696715.6967000002 5678949.7863, 1696734.1641523198 5678950.023026014), (1696782.9368656478 5678964.216909471, 1696787.6496000001 5678966.6675, 1696808.4052 5678978.5674, 1696819.486779588 5678981.81079153))",0.0,299.18846098887786
13741,F485__509113,Kai Iwi Lakes Road To The Beach (Dv Part,,,3.0,99.0,99.0,,99.0,,,,,KAI IWI LAKES ROAD TO THE BEACH (DV PART,,,DOC,DOC,,,,"LINESTRING (1655372.6672999999 6036752.3815, 1655406.0423101678 6036749.6833953215)",0.0,33.48389273318648
10565,3531024,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1655406.0423138984 6036749.683419762, 1655397.9935999997 6036750.3341)",0.0,8.074972457870638
8365,F485__509112,Kai Iwi Lakes Coastal Track (Bca),,,5.0,99.0,99.0,,99.0,,,,,KAI IWI LAKES COASTAL TRACK (BCA),,,DOC,DOC,,,,"MULTILINESTRING ((1651825.1550000003 6041339.7198, 1651861.1018000003 6041297.7994, 1651887.7571902263 6041276.805120292), (1651940.8056886639 6041201.206247138, 1651953.8738000002 6041179.3524, 1651977.1075999998 6041133.1718, 1652019.4060207848 6041093.635223867), (1652087.4854683704 6041006.430545504, 1652104.5560687515 6040989.444214128), (1652112.513489542 6040980.996737713, 1652123.0013702337 6040968.326115992), (1652162.670791156 6040915.288518316, 1652177.7110251505 6040888.89942563), (1652509.008928884 6040497.282022126, 1652515.8509 6040487.5594, 1652569.6844591345 6040432.207158519), (1652675.9323582228 6040271.504010661, 1652689.4529999997 6040248.7067, 1652729.6993000004 6040179.4493, 1652779.1731000002 6040117.9214, 1652827.0905 6040062.5542, 1652837.2605183702 6040050.4678380145), (1652872.55766235 6040008.519628713, 1652882.7412 6039996.4172, 1652932.1842999998 6039947.2192, 1652938.017266963 6039941.260707497), (1653070.1092263362 6039775.828804394, 1653073.1902 6039769.7048, 1653078.4312962245 6039760.485747633), (1653095.2836287145 6039730.842610186, 1653105.3897000002 6039713.0661, 1653136.3526999997 6039657.6566, 1653178.3980999999 6039608.4401, 1653207.8678000001 6039558.7605, 1653249.6272 6039500.2945, 1653285.1534000002 6039469.5573, 1653317.6389445849 6039438.702875972), (1653387.3622930925 6039368.871860382, 1653394.8561000004 6039360.3988, 1653398.2654347755 6039354.635598722), (1653413.2193636217 6039329.357206449, 1653425.8114 6039308.0714, 1653455.1951000001 6039268.0711, 1653485.7259498192 6039235.521272238), (1653658.72738536 6038998.011525736, 1653670.1509999996 6038978.842, 1653694.9035999998 6038941.9124, 1653718.0834999997 6038917.3099, 1653740.4454454866 6038896.913041807), (1653808.3485609419 6038824.370906165, 1653819.6959413446 6038806.551803106), (1653828.6114380679 6038790.858996383, 1653847.9524999997 6038755.7968, 1653867.1524821427 6038733.675989609), (1653881.3698057893 6038716.724000129, 1653908.2455000002 6038681.9642, 1653919.085 6038661.9544, 1653970.9276 6038577.312, 1654011.5248999996 6038521.5413, 1654059.8469000002 6038458.0821, 1654096.5483999997 6038419.6408, 1654154.4989999998 6038358.1333, 1654181.5957000004 6038308.1088, 1654220.2707000002 6038250.4063, 1654256.9614000004 6038215.8177, 1654299.4601999996 6038169.684, 1654334.8596964472 6038141.801783824), (1654411.3283368845 6038031.57036841, 1654434.7510000002 6037996.6236, 1654447.0669775468 6037980.046674102), (1654452.990789689 6037972.0734056765, 1654467.6125999996 6037952.3929, 1654502.4144000001 6037902.3862, 1654548.7812 6037850.4822, 1654579.7597534584 6037823.214171377), (1654639.802113742 6037759.17924741, 1654647.2851 6037750.5423, 1654679.7643444873 6037702.083444516), (1654705.0176279822 6037655.104554435, 1654724.6771 6037617.7965, 1654745.9840000002 6037571.6102, 1654813.6377999997 6037481.2264, 1654859.9713000003 6037442.8086, 1654904.4017000003 6037394.7535, 1654922.49824504 6037375.2454805765), (1654963.39228133 6037314.868411512, 1654975.9567999998 6037285.113, 1654995.3377999999 6037238.9219, 1655039.7539999997 6037196.6455, 1655066.7835 6037173.5933, 1655080.3638000004 6037135.0944, 1655099.7533 6037085.0504, 1655138.3669999996 6037052.3932, 1655183.8544198426 6037005.388524405), (1655211.8279053976 6036977.370882576, 1655225.2818999998 6036963.9827, 1655267.7862999998 6036915.9227, 1655298.7588999998 6036856.2736, 1655318.1388999997 6036810.0824, 1655372.2264999999 6036752.4174, 1655372.6672999999 6036752.3815))",0.0,3592.058528390013
18914,3512817,Waipoua Coastal Track,Waipoua Coastal Track,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1655397.9935999997 6036750.3341, 1655381.982515616 6036784.500864894), (1655325.0648106027 6036860.908672801, 1655302.8039999995 6036889.2406, 1655290.2703468578 6036901.774253142), (1655232.25617667 6036961.381042165, 1655223.628218041 6036970.604036282), (1655182.2637078564 6037014.821289808, 1655124.2829 6037076.8008, 1655095.7303255524 6037139.344505853), (1655093.439676467 6037144.362115837, 1655088.2094051084 6037155.818895469), (1655076.1334423942 6037181.499813968, 1655051.890718325 6037207.68194738), (1655035.4303596984 6037225.459128871, 1655020.3339 6037241.7633, 1654996.6435211734 6037278.779541487), (1654920.6088279185 6037379.087308375, 1654908.2687 6037396.0967, 1654905.4145202758 6037398.75014191), (1654904.5266778914 6037399.575541297, 1654872.0400999999 6037429.7773, 1654859.9713000003 6037442.8086, 1654813.6377999997 6037481.2264, 1654745.9840000002 6037571.6102, 1654724.6771 6037617.7965, 1654705.0176279822 6037655.104554435), (1654679.8034936553 6037702.729585025, 1654665.0959 6037729.2, 1654665.0959 6037751.353390343), (1654594.0727115262 6037838.628126162, 1654587.2369999997 6037840.427, 1654561.8136999998 6037851.5497, 1654540.7269822538 6037881.10406936), (1654537.973146729 6037884.96374412, 1654527.7060000002 6037899.3538, 1654487.486302422 6037952.980035186), (1654480.4419393677 6037962.37251431, 1654471.0561295762 6037974.886920773), (1654450.55718123 6038002.218837502, 1654432.796 6038025.9004, 1654427.2331523367 6038034.916048198), (1654341.4514371052 6038148.087722059, 1654319.8079000004 6038161.4861, 1654242.9760999996 6038227.0192, 1654181.9625000004 6038321.9291, 1654162.5212609256 6038355.951259419), (1654080.9402830608 6038473.224574436, 1654079.523206161 6038474.932334869), (1654042.589884314 6038519.441751212, 1654029.0587252928 6038535.748543029), (1653954.344577301 6038625.788727701, 1653951.4669000003 6038629.2567, 1653929.4581114976 6038657.668029382), (1653920.856721687 6038668.771635517, 1653884.6000190307 6038715.575716592), (1653866.8106281178 6038738.540190292, 1653827.1799999997 6038789.6997, 1653824.7512238547 6038794.094222225), (1653822.0338769578 6038799.010871855, 1653807.9910136797 6038824.419419659), (1653740.445470468 6038896.913348107, 1653718.0834999997 6038917.3099, 1653694.9035999998 6038941.9124, 1653670.1509999996 6038978.842, 1653658.72738536 6038998.011525736), (1653485.7259498192 6039235.521272238, 1653455.1951000001 6039268.0711, 1653425.8114 6039308.0714, 1653413.2193636217 6039329.357206449), (1653398.2654347755 6039354.635598722, 1653394.8561000004 6039360.3988, 1653387.3622930925 6039368.871860382), (1653292.3732194891 6039491.377062214, 1653272.2440258495 6039524.0210012095), (1653184.3985355622 6039625.3452046765, 1653135.6930999998 6039671.0065, 1653095.6640999997 6039729.8369, 1653095.0089978362 6039730.99902796), (1653078.4467850009 6039760.379805, 1653073.1902 6039769.7048, 1653070.1092263362 6039775.828804394), (1652937.8734920905 6039940.7695862455, 1652882.7412 6039996.4172, 1652872.3901280446 6040008.560888231), (1652837.3355072031 6040049.68632803, 1652779.1731000002 6040117.9214, 1652762.5718999999 6040138.5675, 1652728.9360999996 6040260.8042, 1652710.9826992806 6040290.299121251), (1652569.6844591345 6040432.207158519, 1652515.8509 6040487.5594, 1652509.3067238703 6040496.991459249), (1652177.7110251505 6040888.89942563, 1652162.670791156 6040915.288518316), (1652123.0013702337 6040968.326115992, 1652112.513489542 6040980.996737713), (1652104.5560687515 6040989.444214128, 1652087.4854683704 6041006.430545504), (1652019.4060207848 6041093.635223867, 1651977.1075999998 6041133.1718, 1651953.8738000002 6041179.3524, 1651940.8056886639 6041201.206247138), (1651887.7571902263 6041276.805120292, 1651861.1018000003 6041297.7994, 1651859.9053999996 6041299.1946, 1651843.1097999997 6041329.6712, 1651804.6937999995 6041377.1261, 1651786.6157999998 6041406.503, 1651792.8478470575 6041431.62198086))",0.0,2811.136731232317
20270,F485__512226,Maunganui Bluff Track (Dv Part Of The Wa,,,3.0,99.0,99.0,,99.0,,,,,MAUNGANUI BLUFF TRACK (DV PART OF THE WA,,,DOC,DOC,,,,"LINESTRING (1651825.1550000003 6041339.7198, 1651784.6289999997 6041399.5845, 1651787.4953945468 6041424.897105008)",0.0,97.76642256408323
13816,F485__509276,Tataraimaka Pa Hr Track,,,2.0,99.0,99.0,,99.0,,,,,TATARAIMAKA PA HR TK,,,DOC,DOC,,,,"LINESTRING (1676920.8787087365 5668045.468096327, 1676847.5698999995 5668031.449)",0.0,74.63723266748022
25559,427,,,,,,99.0,,99.0,,,,,,,,New Plymouth District Council,New Plymouth District Council,,,New Plymouth District Council,"LINESTRING (1679879.0703669877 5669602.040054392, 1679872.5186 5669604.0875, 1679835.5297999997 5669601.5475, 1679812.6697000004 5669599.1662, 1679803.4560000002 5669600.439)",0.0,76.22513148438657
20598,3545481,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1698612.4515719477 5680486.722434326, 1698627.0779999997 5680489.1602, 1698635.5223000003 5680492.0973, 1698653.5124000004 5680489.5273, 1698677.0097000003 5680489.5273, 1698698.3041000003 5680483.2858, 1698720.7000000002 5680481.8173, 1698733.1829000004 5680476.3101, 1698754.8444999997 5680471.17, 1698777.9746000003 5680473.3729, 1698788.2547000004 5680469.7015, 1698798.5346999997 5680466.03, 1698809.182 5680470.4358, 1698822.3991999999 5680466.3972, 1698849.2007999998 5680448.4071, 1698867.5580000002 5680438.4941, 1698887.0166999996 5680431.5184, 1698907.2096999995 5680424.9098, 1698931.0740999999 5680418.6683, 1698954.2043000003 5680415.7311, 1698967.3259810852 5680413.544190382), (1699073.5307465317 5680407.891855939, 1699074.995 5680408.7554, 1699089.3136999998 5680413.1611, 1699108.0380999995 5680413.5283, 1699127.4967999998 5680420.504, 1699142.5497000003 5680419.0354, 1699153.5641 5680424.1755, 1699168.6169999996 5680428.9484, 1699174.1242000004 5680427.8469, 1699180.0141000978 5680428.475020688))",0.0,483.42660424652433
25281,71,,,,,,99.0,,99.0,,,,,,,,New Plymouth District Council,New Plymouth District Council,,,New Plymouth District Council,"MULTILINESTRING ((1699641.5073386866 5680582.6921940455, 1699671.2740000002 5680594.078, 1699677.2806082016 5680596.491893952), (1699755.7762994033 5680627.710973281, 1699757.2230000002 5680628.386, 1699761.8030000003 5680629.823, 1699766.0240000002 5680630.182, 1699768.898 5680630.002, 1699772.4009999996 5680628.206, 1699773.3043999998 5680627.3557, 1699776.9809999997 5680623.895, 1699780.0350000001 5680620.662, 1699783.5369999995 5680618.686, 1699788.2070000004 5680618.327, 1699792.0690000001 5680618.686, 1699799.074 5680619.405, 1699814.4639999997 5680624.704))",0.0,102.43153751098498
19544,10002394,Te Araroa Trail,Te Araroa Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1579715.2717300763 6174969.838083598, 1579718.8968869676 6174967.537501094), (1580895.3606045498 6173871.673124886, 1580940.4912 6173828.324, 1581107.7132 6173668.7029, 1581188.7906 6173595.2266, 1581302.8055999996 6173468.5432, 1581366.1473000003 6173407.7352, 1581375.3962066502 6173396.335382655), (1581474.9371663479 6173273.645339189, 1581475.0949999997 6173273.4508, 1581566.2494022148 6173188.273754005), (1581656.3957706997 6173102.789377858, 1581702.3812397812 6173057.671536522), (1582125.5860411688 6172626.50777415, 1582128.3396228647 6172622.804684884), (1586231.0742986004 6168032.476444552, 1586403.0778 6167833.6673, 1586445.1812303897 6167783.143146604), (1586689.5965633814 6167459.82172679, 1586715.003406271 6167423.007726191), (1587067.8534645445 6166996.140408068, 1587097.3026 6166959.5521, 1587183.4473 6166837.936, 1587218.944779508 6166792.132805008), (1587219.7515266873 6166791.091841006, 1587261.9910000004 6166736.5893, 1587363.3377 6166617.507, 1587421.6119999997 6166536.4296, 1587621.7717000004 6166295.7312, 1587771.2581000002 6166103.1725, 1587821.9314000001 6166022.0952, 1587900.4751000004 6165915.6811, 1587946.0811 6165829.5365, 1588000 6165764.8338, 1588022.0911999997 6165738.3244, 1588115.8367999997 6165611.6411, 1588154.7694455686 6165544.725654445), (1588324.355267353 6165321.203568145, 1588376.8046000004 6165267.0623, 1588473.0839 6165107.4413, 1588612.4356000004 6164937.6856, 1588754.3210000005 6164727.3912, 1588848.0667000003 6164605.7752, 1588934.2114000004 6164506.9621, 1589055.8273999998 6164382.8125, 1589187.5780999996 6164205.4557, 1589296.5258 6164050.902, 1589408.0071 6163878.6127, 1589542.2915000003 6163665.7846, 1589732.3165999996 6163366.8119, 1589813.3938999996 6163245.1959, 1589980.6158999996 6162994.3628, 1590059.1596 6162857.5448, 1590140.2369999997 6162690.3227, 1590201.045 6162545.9037, 1590228.7273837544 6162427.7921717), (1590244.2288311599 6162354.402278739, 1590254.2520000003 6162297.6043, 1590249.1847 6162127.8486, 1590232.4648678165 6162072.544578747), (1590255.8282291621 6161841.175888482, 1590304.9254 6161801.0055, 1590474.6810999997 6161768.0678, 1590593.7633999996 6161707.2598, 1590623.0726875009 6161685.7663482055), (1590707.2357942662 6161610.79919645, 1590733.986017073 6161581.722860327), (1590900.89779739 6161387.853415588, 1590943.166770298 6161334.16038498), (1591039.9590095645 6161216.445943195, 1591044.7561999997 6161210.6611, 1591110.6315000001 6161132.1174, 1591136.415732371 6161113.017971406), (1591883.160818749 6160171.372375093, 1591891.0011 6160161.7228, 1591905.5484412026 6160140.171176314), (1592051.4494489508 6159960.464722819, 1592101.2711793245 6159894.322073172), (1592833.1083573415 6158947.529293492, 1592940.5527792256 6158817.356276836), (1593041.6337434822 6158678.713834138, 1593076.155192101 6158631.165438812), (1593123.2151348027 6158566.347047664, 1593140.8626132058 6158542.040151136), (1600274.4910349962 6148735.16955324, 1600282.5070000002 6148724.7488, 1600323.162384818 6148670.118154857), (1600330.8380100164 6148659.804038822, 1600337.2146753457 6148651.23539921), (1600377.8538168063 6148596.374055058, 1600573.8787000002 6148329.4967, 1600682.8263999997 6148200.2797, 1600697.9915846651 6148176.26816652), (1600794.5240929862 6148023.425085042, 1600895.6545000002 6147863.302, 1600902.7704552466 6147853.905285066), (1600917.3927529051 6147834.5963436775, 1600941.8159131387 6147802.345230994), (1600948.5519173131 6147793.450246578, 1600961.9795777309 6147775.718839788), (1600971.3002387586 6147763.410781116, 1601019.423839885 6147699.862916392), (1601031.3456934732 6147684.119947841, 1601039.340782508 6147673.562324875), (1601072.1243484502 6147630.271183629, 1601088.5677761277 6147608.557415473), (1601105.695427973 6147581.642661976, 1601131.2957792927 6147538.975427503), (1601177.6915373106 6147461.649196265, 1601233.3706550405 6147368.850705269), (1601247.25885227 6147348.78025676, 1601311.704746447 6147262.111660113), (1601359.4409781666 6147197.914673395, 1601384.6523000002 6147164.0098, 1601539.2060000002 6147009.4561, 1601540.778400108 6147008.768173377), (1601642.7409562625 6146835.27657165, 1601643.0862999996 6146832.0994, 1601654.3288595383 6146814.7245352585), (1601794.561409539 6146614.012795001, 1601809.8780021511 6146593.955366346), (1601847.8805139435 6146543.149305737, 1601850.8892505912 6146538.997245695), (1606875.391869366 6139447.401560203, 1606881.3844994549 6139438.941372865), (1606898.9568650287 6139414.13331655, 1606902.9795000004 6139408.4543, 1606915.5917314992 6139397.812738423), (1607284.7496606344 6138920.927205501, 1607337.622585098 6138851.357507352), (1607368.6604976954 6138807.433913432, 1607386.0842784657 6138778.922273206), (1607391.7700491624 6138769.61828513, 1607410.4822398783 6138738.998337795), (1607509.5917953565 6138576.819071074, 1607512.3265000004 6138572.3441, 1607536.2470686154 6138535.943238286), (1607632.3482263654 6138390.282011437, 1607707.1308047618 6138288.963722415), (1607867.52331334 6138072.24487332, 1607872.4266701643 6138062.438159672), (1607958.3673017283 6137916.086510146, 1607983.5924287564 6137883.732559339), (1607997.3673541858 6137866.064729194, 1608015.1393351855 6137843.270243427), (1614349.9225366246 6125710.990183986, 1614351.0117387376 6125708.077125868), (1615473.0631745309 6122101.919680525, 1615525.6730000004 6121821.6006, 1615560.4263830883 6121673.957938602), (1615574.1282681713 6121615.748273814, 1615682.1511000004 6121156.8353, 1615698.9384081962 6121067.933060003), (1615706.3737416712 6121028.557015116, 1615725.5856714998 6120926.81446196), (1615727.3433635307 6120917.506075117, 1615730.9549849825 6120898.379647381), (1615789.6241637494 6120587.679364146, 1615843.9026343937 6120300.231396454), (1615895.180433611 6119789.761543817, 1615896.7149799042 6119778.49221419), (1615900.4013743638 6119751.420242183, 1615903.9491276613 6119725.366416688), (1615905.4568639686 6119714.293972987, 1615923.120951886 6119584.573266512), (1615924.7532019753 6119572.5864242995, 1615949.334142329 6119392.070058925), (1616006.3489176636 6118878.527782229, 1616029.0313 6118533.2514, 1616063.0308999997 6118097.4374, 1616075.3945000004 6117843.9853, 1616084.6671000002 6117349.4446, 1616087.7580000004 6117207.2641, 1616093.9397 6116749.814, 1616081.5762 6116487.0892, 1616071.5351007332 6116278.234413219), (1616071.1005448317 6116269.195653841, 1616066.1217999998 6116165.6378, 1616041.3948 6115834.9137, 1616016.6677 6115501.0987, 1615998.1224999996 6115170.3746, 1615954.8502000002 6114821.1053, 1615893.0325999996 6114317.2919, 1615775.5791999996 6113674.389, 1615719.9433000004 6113399.3008, 1615614.8534000004 6112910.9418, 1615413.9463 6112175.3125, 1615350.1897473533 6111943.470461963), (1615293.9436084423 6111762.153444488, 1615063.47735321 6111221.26333438), (1615059.1939319489 6111211.2104084315, 1615009.0411 6111093.5048, 1614662.9585999995 6110340.9368, 1614458.4941999996 6109941.5178, 1614440.6588219102 6109900.31193697))",0.0,20707.706281204053
