,id,name,main_trail,locality,walk,bike,off_road_v,mobility_a,horse,dog_access,dog_weblin,conditions,status,descriptio,weblink,image_link,managed_by,data_suppl,spatial_ac,date_modif,local_auth,geometry,affected_area,affected_length
19445,3517481,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1571829.7129570977 6190203.185081864, 1571825.5992 6190204.2729, 1571807.5573000005 6190204.2629, 1571792.2529999996 6190206.3925, 1571781.0387000004 6190211.7214, 1571767.3257999998 6190221.1595, 1571754.772746221 6190230.804759096), (1571715.2055046184 6190261.839508854, 1571714.4781999998 6190262.0911, 1571707.1025874089 6190267.721973464))",0.0,92.69141966412984
19448,F485__509080,Cape Reinga To Tapotupotu Track (Icon),,,5.0,99.0,99.0,,99.0,,,,,CAPE REINGA TO TAPOTUPOTU TK (Icon),,,DOC,DOC,,,,"MULTILINESTRING ((1571823.5266783584 6190201.129711316, 1571819.4916000003 6190204.2479, 1571800.5480000004 6190207.5139, 1571784.2182999998 6190210.7792, 1571765.2758999998 6190226.4561, 1571759.3969999999 6190236.2542, 1571756.5757818508 6190238.333024626), (1571716.6723877646 6190264.093500035, 1571708.4478000002 6190266.9543, 1571707.055944342 6190267.650302411))",0.0,90.75872219720739
10248,3515525,Motu Trail,Motu Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1977306.3095675802 5786444.418328598, 1977306.7060000002 5786444.8261, 1977309.797559048 5786444.470545493), (1977345.9992404887 5786445.801228265, 1977349.2543000001 5786446.9385, 1977377.3634000001 5786446.1984, 1977380.539889098 5786444.419169736))",0.0,38.88835137932708
26753,,Dunes Trail,,,,,,,,,,,,,,,,,,,Gisborne District Council,"LINESTRING (1981357.8733821637 5786571.267832422, 1981343.1470540508 5786570.411042642)",0.0,14.751231420296985
5431,,Opotiki Dune Track,Opotiki Dune Track,Opotiki,1.0,2.0,0.0,,0.0,Unknown,,,Open,,,,Opotiki District Council,Bay of Plenty Regional Council,,,Opotiki District Council,"MULTILINESTRING ((1979729.3023602092 5786524.012812458, 1979729.1172000002 5786524.0078, 1979727.4237000002 5786523.859, 1979726.7899000002 5786523.7668, 1979726.2887000004 5786523.6783, 1979725.6009956188 5786523.507275601), (1979703.9880739402 5786520.070944709, 1979703.4963999996 5786520.3455, 1979702.8897000002 5786520.6818, 1979701.0667000003 5786521.4688, 1979698.7060000002 5786521.9195, 1979696.8118000003 5786521.8685, 1979696.4524999997 5786521.8163, 1979695.6520999996 5786521.6551, 1979695.6042999998 5786521.643, 1979693.9238 5786521.0606, 1979691.6538000004 5786519.6462, 1979690.9390000002 5786518.9947, 1979689.9225000003 5786517.9711, 1979689.5510153621 5786517.598426339), (1979665.558605008 5786517.196463624, 1979661.3052000003 5786517.9624, 1979658.9737999998 5786518.3822, 1979658.6404999997 5786518.4419, 1979657.6237000003 5786518.6262, 1979657.4338999996 5786518.6603, 1979655.6873000003 5786518.9743, 1979651.4139999999 5786519.2776, 1979651.0130000003 5786519.2598, 1979649.0494999997 5786519.1484, 1979647.6782999998 5786519.0706, 1979641.4298999999 5786518.7188, 1979637.6941999998 5786518.5067, 1979631.4458999997 5786518.1549, 1979628.9841999998 5786518.0152, 1979627.7101999996 5786517.9428, 1979621.4619000005 5786517.591, 1979618.6098999996 5786517.4301, 1979617.3776000002 5786517.3594, 1979611.4967 5786516.7844, 1979608.6541999998 5786516.5048, 1979606.3793000001 5786516.2829, 1979601.5440999996 5786515.8093, 1979598.7032000003 5786515.5297, 1979597.0313 5786515.3672, 1979596.4266999997 5786515.3078, 1979595.3778999997 5786515.2047, 1979591.5787000004 5786515.1955, 1979590.3937999997 5786515.3417, 1979588.7521000002 5786515.5939, 1979587.0935000004 5786515.8478, 1979586.4918 5786515.9398, 1979586.2511 5786515.9773, 1979583.7084 5786516.3675, 1979583.1914999997 5786516.4476, 1979581.6826999998 5786516.6208, 1979577.2495999997 5786516.4661, 1979577.1617 5786516.454, 1979576.5634000003 5786516.3533, 1979573.8372 5786515.6523, 1979571.9364 5786514.9095, 1979570.9420999996 5786514.428, 1979569.3313999996 5786513.5927, 1979567.8526999997 5786513.2154, 1979567.7679000003 5786513.1929, 1979564.4480999997 5786512.3482, 1979564.4018702493 5786512.336380637), (1979488.103386687 5786510.971273885, 1979483.0015000002 5786510.5358, 1979482.7301000003 5786510.4683, 1979482.6206 5786510.4406, 1979479.7602000004 5786509.7343, 1979475.7277352768 5786508.738912596), (1979440.0774258045 5786505.700514172, 1979433.2696000002 5786505.6018, 1979425.591 5786505.4904, 1979423.2710999995 5786505.4577, 1979417.303554129 5786505.370634377))",0.0,157.59231879511668
16440,3512536,Motu Trail,Motu Trail,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1981723.082951473 5786658.437034849, 1981709.0451999996 5786658.502, 1981663.0938 5786661.7985, 1981655.349962069 5786659.733169915), (1981357.6783301174 5786591.455685854, 1981332.0154999997 5786588.8496, 1981285.1382999998 5786587.9983, 1981252.1146 5786590.2884, 1981218.8839999996 5786581.8622, 1981209.4513942038 5786580.154568651), (1979684.9428857467 5786517.29595339, 1979614.6853999998 5786518.1658, 1979599.7407 5786513.9274, 1979575.1005999995 5786514.8404, 1979567.1879150195 5786512.559042347), (1979484.3617626464 5786510.192873719, 1979472.8474000003 5786509.7195, 1979429.2652000003 5786511.5409, 1979406.0520224217 5786506.535862443))",0.0,415.35279369251333
16402,3542969,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1963840.46590015 5787222.650467104, 1963841.9741000002 5787225.3464, 1963846.8383 5787253.4899, 1963848.0950999996 5787283.5305, 1963845.5592999998 5787305.3549, 1963834.0773 5787350.5961, 1963814.1947999997 5787389.0161, 1963796.8339 5787415.1239, 1963762.6321 5787454.3236, 1963737.5400999999 5787494.6382, 1963737.6174999997 5787509.8579)",0.0,319.70471470392545
22763,,Tauranga - Opotiki,,,99.0,99.0,99.0,,99.0,,,,,,,,NZ Transport Agency,NZ Transport Agency,,,,"MULTILINESTRING ((1906426.7849653407 5815245.415965994, 1906449.8287128892 5815232.859891744), (1906466.468085195 5815223.793432667, 1907012.4918 5814926.2761, 1907079.335313442 5814865.23089592), (1907599.6224286617 5814390.075843566, 1907653.7613343338 5814340.633191987), (1907674.253729008 5814321.9184005195, 1907753.4074840466 5814249.630801002), (1907756.5678624331 5814246.744568163, 1907811.5765906735 5814196.507546368), (1907831.8206172604 5814178.019578414, 1907921.1488598636 5814096.440072505), (1907988.6375224108 5814034.805682477, 1908075.916590689 5813955.097596223), (1908441.7289051537 5813621.017500163, 1908451.1899585617 5813612.377141415), (1908483.6356291648 5813582.745955358, 1908536.3800797928 5813534.576797471), (1908666.3123619533 5813415.9154304555, 1908701.192326046 5813384.061112561), (1908722.265856243 5813364.815595902, 1909039.323305975 5813075.261146599), (1909073.1496317599 5813044.36906965, 1909222.0668113157 5812908.369641298), (1909288.25076703 5812847.926781919, 1909371.8583066417 5812771.571739291), (1909452.3458362212 5812698.066062882, 1909466.4796502723 5812685.158279931), (1909470.4658897105 5812681.517824971, 1909485.0146399867 5812668.231099244), (1963679.0364417576 5787213.506540755, 1963690.1703221202 5787211.6716062585), (1963693.3946423063 5787211.140217726, 1963700.792266813 5787209.921042025), (1964905.3228947027 5787072.402670541, 1964918.4619461535 5787077.113716399))",0.0,2180.111581652689
23908,549,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1894973.0568604257 5820290.344869195, 1894979.2029999997 5820300.643)",0.0,11.992769894919006
24963,701,Motiti Reserve,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1894645.3009556732 5820464.929774388, 1894648.3650000002 5820470.704)",0.0,6.536822550607474
26566,548,Papamoa Beach Reserve 2,,,,,,No,,,,,Open,Walkway,,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1894588.709877189 5820501.227439286, 1894588.8339999998 5820501.305)",0.0,0.146363029613171
15692,3515568,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"MULTILINESTRING ((1903737.800309128 5815806.508719558, 1903649.0181 5815818.4074, 1903602.702645571 5815818.4074), (1903566.0683184937 5815822.183004256, 1903515.6629999997 5815834.9618, 1903456.8028999995 5815846.9178, 1903443.9635962173 5815846.9178))",0.0,260.7928073151523
26524,1262,,,,,,,Unknown,,,,,Open,Shared path,,,,,,2013-06-18,Tauranga City Council,"MULTILINESTRING ((1896791.0063848512 5819181.427545288, 1896821.6483610764 5819156.986929236), (1896859.2593714106 5819126.98768062, 1896874.88346272 5819114.525611789), (1897073.4449650268 5818956.1492262455, 1897203.2115985944 5818852.64492078), (1897245.651703496 5818818.79389559, 1897290.4572418968 5818783.05615619), (1898099.8006142739 5818202.317089775, 1899005.0729999999 5817700.481, 1900113.0729999999 5817038.229, 1900762.5899999999 5816758.045, 1900764.3532731615 5816719.251052022))",0.0,3354.5828032222603
23909,333,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1895242.5375069056 5820137.379008714, 1895250.6339999996 5820150.992)",0.0,15.838773063608679
26561,330,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1894328.596195814 5820629.631818945, 1894330.8990000002 5820633.892)",0.0,4.8427316408198315
26558,328,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1894201.70848637 5820695.22748505, 1894203.733 5820699.259)",0.0,4.511293409129099
24949,554,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892965.8258689179 5821303.299843419, 1892967.7929999996 5821307.253)",0.0,4.415546584562905
26546,721,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892847.2450385212 5821352.334990099, 1892851.579 5821363.271)",0.0,11.763483100067138
26525,718,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1891943.4150865267 5821799.028958952, 1891943.9869999997 5821800.756)",0.0,1.819273426990634
26522,716,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1891378.026371133 5822054.319349081, 1891382.971 5822066.378, 1891378.0808833751 5822054.277605018)",0.0,26.08421177410544
26549,722,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892914.7920000004 5821332.801, 1892911.1483818975 5821322.638160258)",0.0,10.796261598762275
25670,720,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892695.8159464553 5821420.083856432, 1892703.92 5821434.411)",0.0,16.460337988240752
26543,719,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892561.6196651317 5821476.081200497, 1892570.613 5821498.705)",0.0,24.34576710636074
26532,552,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1892344.290978136 5821588.499573829, 1892353.398 5821603.408)",0.0,17.46994613996428
26526,717,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1891623.718303225 5821932.172837591, 1891629.8049999997 5821952.066)",0.0,20.80350423009927
27304,546,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1891134.3993975834 5822155.862318177, 1891143.3439999996 5822174.819)",0.0,20.960956517646423
29171,582,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1891086.0767079496 5822182.539649233, 1891092.8490000004 5822197.67)",0.0,16.576834859054088
29124,569,Papamoa Beach Reserve 1,,,,,,Unknown,,,,,Open,Walkway,,,,,,2013-06-18,Tauranga City Council,"MULTILINESTRING ((1888010.3989420095 5823884.399356424, 1888141.0870000003 5823806.6, 1888201.8752153115 5823770.412228111), (1888352.367648408 5823680.822727712, 1888554.7602089797 5823560.3366141375), (1888673.1986013472 5823489.829373211, 1888690.4189999998 5823479.578, 1888719.6339999996 5823462.353, 1888724.7686124914 5823459.299024484), (1889302.7210377853 5823118.565232525, 1889366.6033990176 5823080.900140017), (1889489.252588314 5823008.586236754, 1889628.5632408375 5822926.448792512), (1889719.281474173 5822872.961391033, 1889812.8518725713 5822817.792339657), (1889863.7513117334 5822787.782060528, 1889938.704 5822743.59, 1890032.1615135742 5822688.487559318), (1890336.2253959286 5822540.074204422, 1890379.364 5822520.552, 1890628.6689999998 5822407.731, 1890704.3443018247 5822373.484795741), (1890764.2939528383 5822346.35509894, 1890779.7690000003 5822339.352, 1891092.8490000004 5822197.67, 1891143.3439999996 5822174.819, 1891382.971 5822066.378, 1891545.8569999998 5821992.665, 1891720.2410000004 5821908.607, 1891845.4804774055 5821848.238533624), (1891940.0300299 5821802.663355582, 1891943.9869999997 5821800.756, 1892103.8263387037 5821723.709144868), (1892238.7214738717 5821658.685803057, 1892353.398 5821603.408, 1892570.613 5821498.705, 1892697.7089999998 5821437.441, 1892851.579 5821363.271, 1892914.7920000004 5821332.801, 1892927.2844336468 5821326.779289187), (1892950.0465671232 5821315.807288921, 1892967.7929999996 5821307.253, 1893098.5052691502 5821244.245991093), (1893376.6757763014 5821110.160069979, 1893383.2032957678 5821107.0136256395), (1893417.2618623592 5821090.5964575885, 1893602.7556727165 5821001.183327154), (1893611.964508058 5820996.744414643, 1893821.387 5820895.797, 1893913.2050193197 5820848.599725728), (1893939.9089184732 5820834.873103635, 1893949.3731950698 5820830.008175579), (1894184.6016229664 5820709.093270724, 1894203.733 5820699.259, 1894330.8990000002 5820633.892, 1894365.4268060005 5820616.143559182), (1894588.1281005202 5820501.667854721, 1894588.8339999998 5820501.305, 1894617.1597084512 5820486.744602824), (1894630.0465635736 5820480.120312057, 1894648.3650000002 5820470.704, 1894673.5492329358 5820457.758522645), (1894739.3610965349 5820423.929182195, 1894746.2290362562 5820420.398848023), (1894782.7070343024 5820401.648024884, 1894979.2029999997 5820300.643, 1895104.7515751673 5820236.107223561), (1895171.8682833607 5820201.299243191, 1895250.6339999996 5820150.992, 1895277.7926255132 5820133.645935106))",0.0,5103.786885409577
29167,544,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1890777.8376655162 5822335.4387861, 1890779.7690000003 5822339.352)",0.0,4.363862500015103
29165,708,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1890617.7776435292 5822382.138992618, 1890628.6689999998 5822407.731)",0.0,27.81317111730278
29162,706,Papamoa Beach Reserve 2,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1890379.1475732247 5822520.091139087, 1890379.364 5822520.552)",0.0,0.5091496144762399
24908,361,,,,,,,Unknown,,,,,Open,On road,,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1889925.7556478365 5822726.713398134, 1889938.704 5822743.59)",0.0,21.27156586326389
29137,338,Papamoa Beach Reserve 1,,,,,,Unknown,,,,,Open,On road,,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1888664.3550458364 5823458.503640308, 1888690.4189999998 5823479.578)",0.0,33.518030118789156
29130,545,Papamoa Beach Reserve 1,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1888131.9786027183 5823791.678910485, 1888141.0870000003 5823806.6)",0.0,17.48147057210498
29118,930,,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1885798.1150000002 5825379.593, 1885786.6279526418 5825366.267609098)",0.0,17.593132174654624
24029,365,,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1885086.845655524 5825902.151235134, 1885096.5860000001 5825910.621, 1885118.8090000004 5825937.363)",0.0,47.678421150001675
15184,3579318,,,,99.0,99.0,,,,,,,,,,,,Land Information New Zealand,,,,"LINESTRING (1884937.028 5826028.5933, 1884923.3360355576 5826015.496654251)",0.0,18.947084740683696
26849,571,,,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1883546.666176289 5827343.658667304, 1883548.4100000001 5827345.823)",0.0,2.7794346826757086
25758,325,,,,,,,Unknown,,,,,Open,Walkway,,,,,,2013-06-18,Tauranga City Council,"MULTILINESTRING ((1881040.5792293048 5830073.986899221, 1881179.8380000005 5829999.388, 1881229.3671808557 5829934.608030637), (1881876.9443552191 5829046.446928145, 1881879.4925175575 5829043.551876957), (1882250.8419734777 5828629.259439406, 1882269.7615382154 5828609.864701553), (1882319.9308847748 5828558.435329989, 1882362.0488995204 5828515.259502945), (1882598.9564196882 5828272.401947149, 1882604.824 5828266.387, 1882626.4918303657 5828236.159696818), (1882781.8914191131 5828046.33683277, 1883172.2130000005 5827688.869, 1883333.949630941 5827541.815667428), (1883434.8809633807 5827450.047409923, 1883440.7868074998 5827444.677729262), (1883543.8830380158 5827351.280570851, 1883860.199 5827063.344, 1883861.1940000001 5827062.453, 1885118.8090000004 5825937.363, 1885393.0480000004 5825692.022, 1885798.1150000002 5825379.593, 1886083.9859999996 5825159.101, 1886123.7319999998 5825110.776, 1886172.7050808235 5825074.373704876), (1886272.367251202 5825000.293584168, 1886288.0308764535 5824988.650618287))",0.0,4632.405888467362
24913,1429,Marine Parade Reserve 1 (Coastal Res.),,,,,,Unknown,,,,,Open,Track (shared),,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1881216.3512772357 5829943.413062846, 1881218.6469999999 5829947.488)",0.0,4.6771204619938365
25757,439,Moturiki,,,,,,Unknown,,,,,Open,Walkway,,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1880982.2847281531 5830165.107364092, 1880990.9289999995 5830191.604, 1881001.1220000004 5830225.427, 1881000.6670000004 5830247.228, 1881005.2089999998 5830259.795, 1881005.5190000003 5830272.054, 1881005.7690000003 5830281.929, 1881009.7479999997 5830292.213, 1881012.0130000003 5830303.636, 1881012.8099999996 5830307.454, 1881017.6780000003 5830329.337, 1881018.8090000004 5830335.619, 1881021.0710000005 5830348.755, 1881023.3329999996 5830361.319, 1881025.6059999997 5830367.603, 1881026.8159999996 5830373.459, 1881033.2199999997 5830381.765, 1881042.8150000004 5830383.206, 1881049.8109999998 5830383.574, 1881053.6469999999 5830384.733, 1881057.7280000001 5830385.967, 1881068.5899999999 5830385.599, 1881076.3229999999 5830388.913, 1881077.9800000004 5830393.332, 1881084.2400000002 5830400.328, 1881089.4220000003 5830401.479, 1881094.182 5830402.537, 1881098.62 5830405.98, 1881104.7489999998 5830412.449, 1881105.2290000003 5830413.768, 1881105.0439999998 5830422.053, 1881106.886 5830427.76, 1881110.3839999996 5830434.573, 1881112.4500000002 5830437.259, 1881117.7479999997 5830444.146, 1881118.7479999997 5830446.425, 1881121.062 5830451.695, 1881126.2170000002 5830461.637, 1881137.0389999999 5830481.633, 1881142.313 5830493.822, 1881143.887 5830502.826, 1881143.8669999996 5830514.476)",0.0,419.8811643274592
23859,449,Moturiki,,,,,,Unknown,,,,,Open,Walkway,,,,,,2013-06-18,Tauranga City Council,"LINESTRING (1881005.5190000003 5830272.054, 1881018.534 5830281.65, 1881023.8880000003 5830284.148, 1881038.4390000002 5830292.792, 1881035.5269999998 5830305.413)",0.0,51.95563881305593
