,t50_fid,name_ascii,macronated,name,status,track_type,track_use,geometry,affected_area,affected_length
46809,3560781,,N,,,,vehicle,"LINESTRING (1427597.7516505104 5260435.764183613, 1427607.1991675925 5260427.666311827, 1427609.3219835616 5260426.979518425)",0.0,14.674265380948619
79792,8116600,,N,,,,vehicle,"LINESTRING (1431362.6425013822 5266761.414702255, 1431359.9399663704 5266756.573639539, 1431347.1008574683 5266737.274601629, 1431338.864447983 5266723.385754258, 1431332.808264535 5266714.503351873, 1431323.0376219088 5266697.0615435485, 1431317.304434915 5266686.079664235, 1431309.714018331 5266672.271565978, 1431301.6391070709 5266659.190209737, 1431289.0422455044 5266637.9531931225, 1431282.9053129442 5266626.971313806, 1431272.650175645 5266608.318268795, 1431260.376310531 5266583.770538561, 1431252.8666430563 5266569.074200067, 1431239.0585448006 5266545.576208296, 1431231.8687639907 5266532.908587241)",0.0,263.46005712057615
2380,3539207,,N,,,,vehicle,"LINESTRING (1549567.0106354752 5143895.010659007, 1549545.9653518368 5143887.027965215, 1549363.6472918168 5143838.238625207, 1549262.2168218046 5143818.3377102045, 1549203.4611198278 5143807.802205022)",0.0,374.2988583105363
6324,3512484,,N,,,,vehicle,"LINESTRING (1550251.3252080227 5144032.601494459, 1550233.9716078108 5144018.2162732305, 1550218.2869826443 5144010.093878055, 1550173.7538504768 5143992.728757337)",0.0,88.00268249378092
15871,6480292,,N,,,,foot,"MULTILINESTRING ((1576281.5705096126 5195579.041831513, 1576275.7523713654 5195564.981330748), (1576658.6190422205 5194499.999945147, 1576658.932489181 5194499.541830359, 1576663.5626975205 5194495.573080356, 1576667.5314475242 5194488.297038681, 1576666.8699891903 5194481.351726174, 1576663.5626975205 5194478.044434503, 1576663.297121768 5194476.517373925), (1576671.2073638006 5193764.496043842, 1576671.8917808523 5193762.425230673, 1576672.2688121023 5193753.654293163, 1576671.670589769 5193748.836080645), (1576670.9153523566 5193735.359458787, 1576670.838739195 5193733.90380871, 1576674.4767600326 5193726.297037871, 1576673.8153016986 5193720.343912865, 1576671.9019027583 5193716.691060343), (1576683.8709823685 5193662.499637364, 1576685.0600933768 5193657.505371131, 1576686.7137392107 5193648.575683621, 1576684.3986350428 5193642.953287783, 1576679.4376975363 5193635.677246107, 1576677.4533225344 5193622.778808593, 1576676.6465641432 5193620.537813061), (1576688.1929743602 5193448.22617723, 1576689.0288433805 5193441.539225067, 1576690.3517600484 5193428.971516718, 1576687.7510023036 5193420.19395933), (1576682.4805583346 5193251.568086609, 1576683.7371767089 5193249.05484986, 1576684.3986350428 5193242.109537353, 1576681.752801707 5193232.5183915105, 1576681.7267862647 5193232.459856765), (1576731.6218606401 5192737.451702572, 1576735.9923850968 5192734.109536811, 1576736.9845725987 5192729.810057641, 1576735.9923850968 5192724.8491201345, 1576734.1554468737 5192722.880972037))",0.0,189.71127549595815
43226,3540331,,N,,,,vehicle,"LINESTRING (1605766.1549141682 5161661.189296358, 1605767.3297000006 5161658.715000001, 1605792.4179000007 5161640.124600001, 1605813.4805704635 5161631.032096556)",0.0,56.90578922098354
25995,3522409,,N,,,,foot,"MULTILINESTRING ((1625395.6522962898 5253525.137712062, 1625367.3069696184 5253607.596844196, 1625312.4250822728 5253677.7237002505, 1625278.8861511163 5253732.605587599, 1625227.053257511 5253738.703575083, 1625213.1026103178 5253765.336628815), (1625200.5269670575 5253789.344675039, 1625193.5143263545 5253802.732443653, 1625178.2693576468 5253982.6230744, 1625175.2203639047 5254095.435842836, 1625172.610620895 5254099.418393176))",0.0,636.0830452702385
20508,6591242,,N,,,,foot,"MULTILINESTRING ((1449287.2008807717 5291825.425679961, 1449273.4899175065 5291811.714716694, 1449268.9230117146 5291794.969395462, 1449263.6272774355 5291773.256884917), (1449247.047856267 5291621.88458968, 1449246.0884827627 5291619.143522524, 1449198.1359719606 5291508.015481618, 1449190.1353117714 5291485.7433735235), (1449095.9520937062 5291223.369035802, 1449070.2626098245 5291157.886037673, 1449051.233835699 5291094.710507569, 1449010.892834547 5291001.850089827, 1448988.058305595 5290944.002616479, 1448970.5518333968 5290908.228521119, 1448965.2237766404 5290874.737878655, 1448950.0007573385 5290839.72493426, 1448942.3892476885 5290821.457311097, 1448933.329828469 5290781.874452441, 1448924.1216245266 5290755.998328099, 1448905.0156308785 5290714.681058165, 1448887.586378201 5290674.555174832, 1448884.9762807356 5290664.114784974), (1448795.2545103263 5290691.565881637, 1448774.1748844022 5290705.762364402))",0.0,831.6806369080062
46041,7707991,,N,,,,vehicle,"LINESTRING (1452383.292811193 5301231.537999595, 1452382.891757545 5301231.530915717)",0.0,0.4011162049600516
47672,3577684,Fox River Sea Cave Walks,N,Fox River Sea Cave Walks,,,foot,"LINESTRING (1466094.5442475143 5345406.88924775, 1466090.5105785308 5345412.939751225, 1466076.5091931988 5345418.511731103, 1466048.7812189525 5345429.546333099, 1466036.006925203 5345464.888545803, 1466025.3616804127 5345520.6696285065)",0.0,146.55187942800444
49571,6459127,,N,,,,vehicle,"LINESTRING (1466760.555204995 5346205.88082609, 1466779.004314462 5346221.218750566)",0.0,23.992114691068092
49617,6459215,,N,,,,vehicle,"LINESTRING (1466931.7194211483 5346647.3948023785, 1466936.681082117 5346644.504381923)",0.0,5.7421781561418
42937,3539544,,N,,,,vehicle,"MULTILINESTRING ((1693119.794113147 5360581.684025289, 1693107.1920342115 5360583.48432228), (1693097.0874370502 5360584.92783616, 1693096.5665572695 5360585.002247558))",0.0,13.25619013938835
78292,8062891,,N,,,,vehicle,"LINESTRING (1487193.813228245 5377604.093887831, 1487373.983961597 5377637.238503872, 1487609.3957216842 5377663.584224316, 1487617.044479235 5377661.034638466, 1487624.6932367822 5377649.136571169, 1487662.9370245226 5377546.303275247, 1487673.9852298684 5377513.158659205, 1487683.3337113168 5377491.06224851, 1487711.3791556591 5377445.169703223, 1487715.6284654085 5377429.872188127, 1487719.027913209 5377397.577434035, 1487720.347163486 5377392.865825901)",0.0,717.953377831252
42467,3537927,,N,,,,vehicle,"LINESTRING (1495856.7680809356 5382485.872597474, 1495857.2003767153 5382486.131845556)",0.0,0.5040726231782239
47565,3577359,,N,,,,vehicle,"LINESTRING (1503669.046746591 5389834.243042126, 1503683.6558856443 5389820.802634198, 1503685.0871932174 5389819.891802106)",0.0,21.5477769532719
28901,6542982,,N,,,,vehicle,"LINESTRING (1697157.8563013335 5393331.498170478, 1697160.256872599 5393334.298836955, 1697165.5485392706 5393353.878003641, 1697166.4473491255 5393369.607176097)",0.0,39.72518177013951
28928,6543157,,N,,,,vehicle,"LINESTRING (1695806.4546127692 5396244.282229381, 1695807.185866991 5396257.627618928, 1695803.4817003207 5396267.946368938, 1695796.0733669791 5396275.619285614, 1695793.8913573106 5396276.916696768)",0.0,37.533154464124244
15909,6542955,,N,,,,vehicle,"MULTILINESTRING ((1694576.4332932066 5399600.682301635, 1694576.5436000004 5399600.7027, 1694580.6150000002 5399601.930599999, 1694583.3939000024 5399603.546199999, 1694584.5572000006 5399604.968, 1694585.720400001 5399608.393099999, 1694585.9789000005 5399611.365899999, 1694585.849700001 5399614.144799999, 1694585.4619000005 5399616.923700001, 1694584.927099999 5399619.1819, 1694584.544900001 5399620.795399998, 1694584.298700001 5399621.8353, 1694583.135399999 5399625.001899999, 1694582.400600003 5399626.534499998, 1694580.8735000007 5399629.719599999, 1694576.6082000006 5399634.049499999, 1694568.8531000009 5399640.318199999, 1694552.3089000005 5399656.733199999, 1694550.938000001 5399658.5091, 1694543.7783000004 5399667.784199999, 1694523.2348000007 5399697.362399999, 1694513.8318000007 5399712.290999998, 1694508.112400001 5399719.852200001, 1694503.6532000005 5399726.104699999, 1694499.5333000002 5399731.339399999, 1694492.0263121442 5399740.449872523), (1693468.2719958255 5400739.054673463, 1693465.2873999989 5400742.735699998, 1693460.203499999 5400748.595099999, 1693455.8175722726 5400753.579021144), (1692980.345896435 5401318.286619433, 1692979.4780239542 5401320.436053615), (1692900.1596802808 5401389.041692863, 1692899.268000001 5401389.312399998, 1692894.3665970615 5401392.085530675), (1691369.7970296596 5402328.976285, 1691361.833300001 5402333.816999999, 1691349.4233000008 5402341.2864999985, 1691345.2715000007 5402343.7855, 1691341.8649828336 5402345.474787169), (1691245.7654270434 5402392.574267665, 1691234.911799999 5402399.3577999985, 1691227.1411000006 5402405.558699999, 1691217.722000001 5402411.916499998, 1691217.1469699552 5402412.243617128), (1690476.6660157903 5403043.049579285, 1690473.6182000004 5403046.131599999, 1690456.7424000008 5403062.5364999985, 1690443.0848000003 5403076.9005, 1690423.0693000006 5403097.8577999985, 1690416.090400001 5403104.136099999, 1690403.5248000026 5403115.44, 1690381.939600001 5403135.376999998, 1690374.4828000031 5403142.755199999, 1690365.1423000004 5403151.389399999, 1690352.1126000006 5403162.613699999, 1690344.969800001 5403167.715699999, 1690339.946300001 5403172.582199998, 1690336.178700001 5403177.213200001, 1690329.8994000005 5403184.669999999, 1690327.8194000004 5403187.069899999, 1690324.7974000024 5403190.556899998, 1690313.3376000011 5403206.883199999, 1690306.351800003 5403215.438799999, 1690305.270300001 5403216.695699999, 1690297.6391999982 5403225.564299999, 1690292.537200001 5403230.509299999, 1690288.8480999991 5403233.256499998, 1690282.3332000002 5403237.416600001, 1690274.7980000004 5403242.832499999, 1690266.0854000011 5403248.4838999985, 1690253.8407000005 5403257.117999999, 1690247.4828000031 5403261.592099999, 1690241.125000001 5403266.929499999, 1690232.4907999989 5403274.072300001, 1690214.0452000005 5403289.2213, 1690202.114500001 5403299.268199999, 1690190.3407000005 5403308.373300001, 1690186.7300000004 5403311.355999999, 1690182.3345000008 5403314.181699999, 1690177.4680000031 5403317.321399999, 1690172.6015000008 5403320.068599999, 1690161.2986000031 5403326.504899998, 1690147.2486000005 5403334.1187, 1690132.8844999988 5403342.046299999, 1690117.5786000006 5403350.680499999, 1690115.5360970132 5403351.753011491), (1689804.4538455182 5403571.010511232, 1689794.1917000003 5403577.0513, 1689777.5514000002 5403587.412200001, 1689775.5860801488 5403588.569273447))",0.0,785.5406154292484
87793,3578566,,N,,,,vehicle,"LINESTRING (1687227.7962101803 5405964.899470142, 1687222.395575853 5405969.514557659, 1687209.604907319 5405980.436221332, 1687196.730992495 5405999.999896493)",0.0,47.34263291553401
85186,3512504,,N,,,,vehicle,"LINESTRING (1687196.730992495 5405999.999896493, 1687152.0105170002 5406037.917707001, 1687049.078901733 5406137.153676101)",0.0,201.6096957498777
50362,7645340,,N,,,,vehicle,"MULTILINESTRING ((1617325.6065725144 5427953.835293753, 1617334.470114191 5427962.372161705, 1617341.8784475308 5427969.912786713, 1617345.8471975364 5427974.807578385, 1617350.167259873 5427981.579567993, 1617356.1020797128 5427990.6754229665, 1617361.140995373 5427997.790793013, 1617364.1242343609 5428003.156994979), (1617365.4606181905 5428005.572320213, 1617365.79157035 5428006.278351487), (1617624.0410871413 5428237.200793798, 1617644.4294895083 5428255.398203671, 1617654.8805311844 5428264.923203681, 1617660.0399061907 5428269.685703686, 1617690.2749700388 5428291.151290143), (1617707.2143690344 5428301.269540521, 1617717.7190729165 5428307.521120393, 1617728.7664986742 5428313.044833271))",0.0,173.85604810477514
15340,6065420,,N,,,,foot,"LINESTRING (1608205.1427028442 5434133.109389359, 1608263.583450443 5434177.51341652, 1608279.2804941144 5434186.846793841, 1608275.9776849067 5434193.452412259, 1608240.4724859046 5434218.223481331, 1608187.6275385544 5434257.031489539, 1608136.4339958085 5434291.710986239, 1608085.2404530626 5434333.821803658, 1608007.624436641 5434399.052285545, 1607930.0084202206 5434477.494004268, 1607871.3835567525 5434532.816058527, 1607811.107288681 5434591.440921993, 1607767.3450666564 5434639.33165553)",0.0,777.3246733386412
48606,6065192,,N,,,,foot,"MULTILINESTRING ((1602440.0244133177 5448880.423143553, 1602440.1115978847 5448869.786626382), (1602440.3220672912 5448844.109358775, 1602440.3677267367 5448838.538906441, 1602438.2979245754 5448829.3882021485))",0.0,25.58938315742778
57689,6065776,,N,,,,foot,"LINESTRING (1600706.6042038193 5461639.452792718, 1600709.091037875 5461646.913294884, 1600715.1094656102 5461652.179419154, 1600724.513258949 5461654.060177821, 1600736.173962689 5461664.968578095, 1600744.0731490925 5461667.225488495, 1600751.972335497 5461678.133888767, 1600759.4953701682 5461683.400013037, 1600777.9268051106 5461696.189171978, 1600790.715964051 5461710.482937851, 1600810.2758541945 5461716.501365589)",0.0,134.3640741867309
56828,3580290,Coquille Bay Track,N,Coquille Bay Track,,,foot,"LINESTRING (1602464.7319256805 5462389.572963827, 1602464.7372622527 5462389.5683400845)",0.0,0.007061019749925564
57691,6065778,Apple Tree Bay Track,N,Apple Tree Bay Track,,,foot,"LINESTRING (1603203.0717000011 5463198.609700001, 1603218.6374000004 5463254.5979, 1603218.2705435958 5463272.158354813)",0.0,75.67598536013006
15296,6064828,Coast Track,N,Coast Track,,,foot,"MULTILINESTRING ((1602026.3092894608 5462338.784919999, 1602026.2948000003 5462338.7722000005, 1602022.8814841378 5462337.067641041), (1600601.6755520047 5462064.588212787, 1600473.3908070119 5461794.805199948), (1600473.2932952913 5461794.600132653, 1600473.2604271676 5461794.531010939))",0.0,302.64148047873584
57693,6065781,Anchorage Access Track,N,Anchorage Access Track,,,foot,"LINESTRING (1604800.2293000007 5466048.342300001, 1604794.0913623166 5466045.219155154)",0.0,6.88682167224305
57668,6065574,Pitt Head Track,N,Pitt Head Track,,,foot,"LINESTRING (1604838.8119029745 5466050.3253596835, 1604831.728600001 5466048.342200001, 1604800.2293000007 5466048.342300001)",0.0,38.85498510393033
57667,6065573,Anchorage Access Track,N,Anchorage Access Track,,,foot,"LINESTRING (1604369.9984622942 5466288.213588968, 1604372.7413000008 5466286.6017, 1604394.7496000007 5466261.847500001, 1604412.4369398803 5466238.519826089, 1604413.5931813251 5466234.245362034)",0.0,70.00747402441407
2157,7961352,,N,,,,foot,"LINESTRING (1573542.9211685164 5492594.754635515, 1573631.778006793 5492579.301272336, 1573754.1171319531 5492561.272348628, 1573794.0383201651 5492545.818985451, 1573833.2984655306 5492517.355380061)",0.0,305.15147236033556
2164,7961359,,N,,,,foot,"LINESTRING (1573648.3120142873 5492981.211608685, 1573619.2221492091 5492958.230615273, 1573609.5637972225 5492955.6550547425, 1573607.200169281 5492963.218664155)",0.0,54.9923647682685
51660,3544132,,N,,,,vehicle,"LINESTRING (1573498.3790000007 5496614.2870000005, 1573504.0207216404 5496588.170048976, 1573506.4816000005 5496533.357600001, 1573505.9995009566 5496515.032805492)",0.0,99.91815761945576
26745,3525509,,N,,,,vehicle,"LINESTRING (1573205.3133000005 5504469.352500001, 1573195.6832479623 5504470.8543127505)",0.0,9.746452882654962
57722,6065951,,N,,,,foot,"LINESTRING (1573538.2844000002 5505477.480900001, 1573537.6051171515 5505477.568955185)",0.0,0.6849663524716906
16384,7644506,,N,,,,foot,"MULTILINESTRING ((1621734.7514708778 5432119.579414893, 1621719.5268483777 5432156.73784332), (1621856.7648899567 5432301.405803657, 1621865.2584000006 5432309.779700003, 1621903.3115000008 5432356.944100001, 1621924.2139000027 5432391.2455, 1621931.7865709038 5432406.7063341895), (1621952.3347448097 5432536.579515135, 1621949.9400000023 5432572.935800001, 1621954.763600001 5432623.852000001, 1621960.8964288626 5432643.126572302), (1623947.893216339 5434240.202016337, 1623963.1160789 5434255.424878899), (1623977.345347426 5434269.654147426, 1623980.690800001 5434272.999600001, 1624005.1554101403 5434294.543047407), (1624223.9956210612 5434520.056021062, 1624251.8864000011 5434547.946800001, 1624264.2141783806 5434559.441635083), (1624655.8080267494 5434961.331954243, 1624677.4383000005 5434996.009000001, 1624755.793794736 5435090.81922246), (1625387.2423239176 5435885.458967015, 1625391.8724000007 5435892.1335, 1625392.4899184816 5435893.071838643), (1625420.5505158203 5435935.710793833, 1625509.3615154547 5436070.661885146), (1625581.4684062074 5436174.666794405, 1625609.472000001 5436214.245199999, 1625647.0981853332 5436274.150080517), (1625698.145278137 5436362.520519721, 1625718.8077000007 5436415.766000001, 1625770.2599000009 5436505.807200001, 1625787.9465000005 5436528.8534, 1625806.7527317442 5436556.714486739), (1625934.1503667706 5436748.829892635, 1625940.8216827875 5436760.124898146), (1626236.9478064203 5437254.744240568, 1626254.231300001 5437288.8441, 1626271.9180000005 5437326.8972000005, 1626273.902721138 5437330.190996718), (1626338.9056909163 5437454.6454630615, 1626340.283834164 5437457.4791733995), (1626474.940448224 5437707.725444022, 1626485.765900001 5437732.082700001, 1626517.9235000005 5437795.3259000005, 1626556.1541520783 5437880.098290988), (1626565.8994559313 5437901.707462259, 1626568.6662514983 5437907.842536155), (1626670.4629507358 5438082.825341185, 1626671.8646149915 5438085.151006791), (1626791.7173701732 5438247.912332898, 1626798.2303000027 5438256.7871, 1626805.7954269862 5438268.390057462), (1626976.2293278011 5438494.622895096, 1626991.711699999 5438515.655600001, 1627038.2212907162 5438575.609371402), (1627054.4040877677 5438596.470008963, 1627060.3145000003 5438604.088900001, 1627087.5962755948 5438635.604016737), (1627119.6720146118 5438666.030650032, 1627145.5321000023 5438689.842400002, 1627184.4885990731 5438714.190240314), (1627225.104540918 5438733.857969756, 1627241.4689000007 5438740.758600003, 1627245.294942315 5438743.003207686), (1627292.5055750054 5438770.681020387, 1627307.090109975 5438779.211642007), (1627718.898816665 5439099.402526605, 1627748.1839234862 5439121.981114683), (1627851.5081020156 5439177.47744868, 1627871.221400001 5439186.677000001, 1627909.8104999987 5439202.219800001, 1627967.988923508 5439251.422126717), (1627988.884765759 5439269.094040038, 1628003.6034000022 5439281.541800001, 1628010.5982602604 5439283.90493085))",0.0,1872.312688223642
16596,7743479,Coast Track,N,Coast Track,,,foot,"LINESTRING (1604289.697678555 5474309.964599923, 1604267.332451393 5474297.41947896, 1604240.3148920005 5474275.323943, 1604186.6366920006 5474225.843470001, 1604141.847829001 5474176.964221999, 1604107.7680720007 5474139.774915, 1604098.190812637 5474118.15717712, 1604049.5589364404 5474032.460289004, 1604022.6927000005 5473978.864500001, 1603996.4010000005 5473921.861200001, 1603965.0490000006 5473833.252, 1603943.6883000005 5473741.473200001, 1603936.7155000009 5473680.3846, 1603934.4108000007 5473622.837700001, 1603938.1349000009 5473563.2296, 1603937.2842099406 5473535.912382918, 1603936.8617088886 5473533.444370498)",0.0,892.0559007493144
59040,7743936,,N,,,,vehicle,"LINESTRING (1601974.9506164803 5476569.712544357, 1601981.4274385544 5476571.613350835, 1601998.3724781927 5476573.354279567, 1602013.3444652725 5476574.398836803, 1602025.7630902147 5476576.139765533, 1602039.9226438822 5476576.255827448, 1602055.0106928786 5476573.702465311, 1602062.0904697143 5476570.220607851, 1602067.1971939905 5476564.649635915, 1602073.5805993322 5476558.034106741, 1602081.356747659 5476553.159506297, 1602082.4676290848 5476552.497250062)",0.0,115.90642953552289
56831,3580295,,N,,,,foot,"LINESTRING (1603037.2079760258 5476789.369155188, 1603041.692900001 5476803.237327001)",0.0,14.575346736810836
19940,6064868,Coast Track,N,Coast Track,,,foot,"MULTILINESTRING ((1601238.7510051937 5478122.502708871, 1601241.957700001 5478128.9346, 1601225.3304000003 5478158.153400001, 1601220.91770305 5478162.003843569), (1601219.9748773903 5478165.0234592175, 1601218.554200001 5478174.140300001, 1601196.9564000005 5478211.1753, 1601182.2376000006 5478245.315300001, 1601179.7154581568 5478247.272113057), (1601140.5841796002 5479040.847937013, 1601142.023500001 5479043.373900001, 1601140.1730000004 5479049.598900001, 1601129.6679000007 5479066.646300001, 1601128.7146000005 5479070.498500001, 1601068.9096000008 5479153.568200001, 1601056.6231000004 5479168.336100001, 1601049.4388000006 5479184.6757000005, 1601034.920400001 5479207.724900001, 1600972.137304488 5479319.322803213), (1600967.39732695 5479327.953661153, 1600963.1978313457 5479335.802936071), (1600950.3224733595 5479359.868260583, 1600907.2569000004 5479440.3621000005, 1600883.9140000008 5479487.3895000005, 1600819.2605000008 5479597.076800001, 1600810.7733000005 5479621.512100001, 1600805.8148000007 5479644.1132000005, 1600799.6251372455 5479663.840943059), (1600789.53987503 5479678.642757942, 1600772.6433759122 5479681.462089281))",0.0,834.0605591076586
15299,6065036,Taupo Point Track,N,Taupo Point Track,,,foot,"MULTILINESTRING ((1596145.3133760174 5483141.329282567, 1596158.170438001 5483162.429235999, 1596183.2790340008 5483217.847955001, 1596193.4369016082 5483254.553311835), (1596177.5008870682 5483363.815955354, 1596174.620898001 5483368.527285, 1596167.770996031 5483382.538611141), (1596252.371197644 5484076.152791381, 1596253.417597055 5484091.527585386))",0.0,160.1632468705359
13168,3517048,Anapai Bay Track,N,Anapai Bay Track,,,foot,"MULTILINESTRING ((1600307.7173973424 5483190.708094678, 1600284.605316001 5483220.467422001, 1600282.1067235202 5483223.987481764), (1600271.6651689224 5483238.697722222, 1600256.3089429787 5483260.331835614), (1599642.2885372986 5484155.964550941, 1599640.6131220004 5484164.375292, 1599637.017934001 5484169.374275001, 1599633.5070896558 5484174.184252188), (1599567.9387988884 5484270.882265102, 1599547.5060182197 5484303.783398746), (1599540.9345334952 5484323.9910857305, 1599525.8507000003 5484381.926200001, 1599520.6740000006 5484387.5085, 1599519.9942599107 5484387.652606076), (1599479.558933525 5484476.800910162, 1599480.9116000002 5484481.0706, 1599479.864600001 5484487.685900001, 1599476.1031029192 5484490.3155389195))",0.0,211.88554562892375
51666,3544253,Separation Point Track,N,Separation Point Track,,,foot,"MULTILINESTRING ((1599525.8507000003 5484381.926200001, 1599516.406200001 5484410.377800001, 1599503.3260000004 5484442.023600001, 1599497.4187000003 5484458.901400001, 1599489.8238000004 5484489.281400001, 1599478.8532000007 5484527.678300001, 1599479.275200001 5484550.041300001, 1599480.0427992824 5484554.64689569), (1599451.0365930127 5484678.246803796, 1599451.004900001 5484678.3123, 1599447.8934000004 5484688.424500001, 1599447.629400001 5484689.282800001, 1599446.6677557263 5484692.255464764), (1599440.2210847244 5484720.378316604, 1599439.7892000005 5484722.730800001, 1599439.5515876825 5484724.025066797), (1599439.162908663 5484726.744843472, 1599438.5330000008 5484743.9345, 1599437.9666000009 5484751.9269, 1599437.923800001 5484757.1373000005, 1599437.6128196479 5484758.039423186), (1599433.9248045334 5484948.527596426, 1599434.217600001 5484950.1095, 1599434.2184888194 5484950.183195246))",0.0,231.83064521636254
48691,6065480,,N,,,,foot,"LINESTRING (1612260.5553245689 5432019.437855652, 1612334.3800000008 5431987.953400001, 1612440.8485000003 5431949.853300001, 1612554.9371000007 5431900.9582, 1612565.9438000005 5431895.2432, 1612579.7021000003 5431880.2148, 1612597.0588000007 5431878.944800001, 1612652.5156000005 5431864.5514, 1612761.9475000007 5431815.656300001, 1612800.031142991 5431801.590076258, 1612832.8751732344 5431786.006622187)",0.0,621.7477263256284
56088,3566023,,N,,,,vehicle,"LINESTRING (1678741.649100001 5625180.6362000005, 1678754.2207000004 5625167.813700001, 1678763.6164000006 5625161.7185, 1678769.5695000002 5625159.813500001, 1678777.0704000005 5625159.0991, 1678785.6429000003 5625160.2898, 1678799.216000001 5625163.623500001, 1678815.6467000004 5625168.7432, 1678830.1723000007 5625175.7679, 1678839.2000647185 5625181.074284568)",0.0,109.39009647518168
53803,6544373,,N,,,,foot,"LINESTRING (1673497.2853220871 5632118.643298536, 1673494.3506000005 5632116.160100001, 1673487.989600001 5632108.302300001, 1673483.8737000003 5632101.5672, 1673482.36639868 5632100.992979926)",0.0,23.46024293001606
55369,3545137,,N,,,,foot,"LINESTRING (1665950.8140595984 5646120.294021184, 1665950.166083333 5646119.953383309)",0.0,0.7320569664437794
51680,3545143,,N,,,,vehicle,"MULTILINESTRING ((1664982.571775355 5652673.0283188345, 1664982.3162720185 5652672.605956176, 1664978.0629704732 5652664.099353084), (1664977.9509312287 5652663.875274595, 1664977.8548648786 5652663.683141895, 1664975.6878956966 5652658.201984551, 1664973.3934577387 5652651.191201901, 1664973.2662106925 5652650.313197283), (1664894.1332057738 5652285.945927795, 1664894.1078794142 5652285.228347607, 1664894.233088263 5652283.271959341))",0.0,27.055363272223126
31066,3531024,,N,,,,foot,"LINESTRING (1655406.0423101678 6036749.6833953215, 1655397.9935576962 6036750.334073077)",0.0,8.07501070526244
86214,3525475,Waimamaku Coastal Track,N,Waimamaku Coastal Track,,,foot,"MULTILINESTRING ((1637224.0147473752 6061380.214079262, 1637185.567417305 6061382.350042042, 1637081.7749678763 6061382.350042042, 1637048.2512877432 6061417.470087897), (1637041.0381482923 6061425.026710179, 1637025.8867258765 6061440.899628901, 1637023.7243730319 6061447.819158004), (1637021.7510765 6061454.133706906, 1637020.2169938278 6061459.042771456), (1637005.2551264777 6061506.9207469765, 1636999.4975559823 6061525.344972562), (1636853.2164204768 6061648.193843303, 1636789.0270335907 6061707.034114615, 1636666.6051701605 6061848.085392045, 1636586.764824449 6061957.200531185, 1636514.908513303 6062068.977015185, 1636459.0202713031 6062132.849291759, 1636453.697581591 6062164.785430043, 1636389.8253050186 6062228.657706616, 1636360.5505115911 6062263.255189757, 1636336.5984078748 6062276.561914043, 1636312.6463041604 6062289.868638328, 1636312.6463041604 6062332.450156045, 1636280.875855453 6062395.991053462), (1636038.6905994671 6062631.6320997, 1636000.000000001 6062674.427347475))",0.0,1265.4356403962536
