,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface,geometry,affected_area,affected_length
13312,8217059,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"LINESTRING (1787660.0581383072 5391834.021316806, 1787647.3430766491 5391828.866562079, 1787625.370684621 5391826.425185187, 1787600.3465714771 5391828.256217857, 1787568.6086718831 5391835.580348533, 1787519.781134043 5391849.6182656605, 1787470.9535962045 5391867.318248127, 1787412.9708950203 5391888.68029593, 1787346.4433747148 5391914.925097519, 1787307.9916886669 5391930.794047317, 1787275.0331006264 5391947.273341336, 1787250.0089874826 5391961.311258465, 1787235.9710703548 5391975.349175593, 1787215.219366773 5391997.321567621, 1787197.5193843069 5392011.969828973, 1787194.2901522892 5392014.0532044675)",0.0,513.5754104594972
13310,3204131,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"LINESTRING (1785503.7637631015 5395254.950370746, 1785508.7533916049 5395244.375679045, 1785516.9974512523 5395226.763369802, 1785534.9873280004 5395192.808325001, 1785542.8858278897 5395173.365726767)",0.0,90.55107203248824
13314,3204133,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"MULTILINESTRING ((1785074.728053163 5398545.747202278, 1785069.9803670011 5398563.864712998, 1785063.247034916 5398605.831510004), (1785060.2382204665 5398632.867877487, 1785058.5542465867 5398649.467048588, 1785059.1213012785 5398673.85040029, 1785061.9430413144 5398697.337116139, 1785066.8453756329 5398714.005052819, 1785071.8510992806 5398730.134606793, 1785077.9692059588 5398742.927011669, 1785084.0873126388 5398752.382267446, 1785089.0930362865 5398765.174672322, 1785090.6555195423 5398767.012887917), (1785071.0849392975 5398861.669216787, 1785067.9521646323 5398865.68384804, 1785005.908243117 5398962.819089109, 1784965.5019175187 5399027.652810142, 1784883.221575507 5399153.888489483, 1784882.3319576848 5399155.302753713, 1784837.9001094103 5399225.937999686))",0.0,634.3645566461526
1955,3204132,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"LINESTRING (1784384.2246070295 5403466.414460859, 1784385.0868730843 5403475.382027826, 1784385.6769763362 5403486.425388681)",0.0,20.06804242096261
147414,100044646,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"MULTILINESTRING ((1785603.590900688 5408798.169041116, 1785605.662677439 5408790.968767816, 1785610.028302445 5408780.385434473, 1785613.997052447 5408772.183351133, 1785616.3560570383 5408767.937142868), (1785559.3244993074 5408251.978620214, 1785557.5085107246 5408251.483350601, 1785553.0105940523 5408249.763558933, 1785547.7189273806 5408247.117725597, 1785543.353302376 5408244.471892261, 1785539.5168440389 5408240.503142259, 1785536.209552369 5408236.666683921, 1785533.0345523667 5408231.639600582, 1785530.6533023631 5408226.480225577, 1785527.742885693 5408218.410433902, 1785515.0428856805 5408188.909392205, 1785497.477304297 5408154.669237188), (1785399.8777389892 5407958.88124437, 1785398.3616355632 5407952.901058631, 1785396.377260561 5407942.450016953, 1785394.128302225 5407932.792725276, 1785393.4668438912 5407923.796891937, 1785389.233510553 5407885.829183563, 1785386.9845522183 5407863.207308541, 1785380.502260544 5407825.768766834, 1785378.7824688768 5407813.20105849, 1785378.6251288755 5407807.930168455), (1785335.0265641948 5407610.545997581, 1785329.3053854927 5407598.88855827, 1785320.9710104847 5407581.161474919, 1785315.1494103107 5407569.150594561), (1784726.0863725182 5406879.147151707, 1784726.187676547 5406878.560432538, 1784726.9978843227 5406872.520701842, 1784727.642884883 5406867.712515861, 1784728.8335098827 5406857.922932519, 1784729.3626765506 5406843.900015837, 1784729.3626765506 5406835.7441811105), (1784728.9604133319 5406825.434366563, 1784728.0397598827 5406816.780224143, 1784726.6544480668 5406804.787381848), (1784721.4410470116 5406728.953748277, 1784721.4251765423 5406726.557307385, 1784721.822051543 5406713.592724038, 1784722.8803848764 5406704.332307363, 1784728.4366348824 5406667.819807325, 1784729.8918432165 5406646.520848971, 1784729.4949682169 5406642.0229322985, 1784728.7012182164 5406637.128140628, 1784727.1137182142 5406632.233348956, 1784724.2033015443 5406625.751057283, 1784721.773730773 5406620.818292382), (1784455.801250013 5406207.391834884, 1784452.3439262686 5406203.608348522, 1784446.126217929 5406196.596890182, 1784444.2483024872 5406194.292175776), (1784399.8488666138 5406077.930086804, 1784397.804046163 5406044.084985473), (1784396.9378494942 5406029.7480230145, 1784395.9805058325 5406013.902429711, 1784395.3096918848 5406000.000000001, 1784394.3239979148 5405990.198347983, 1784391.8761267469 5405960.046593117, 1784392.9733189708 5405930.422403052, 1784391.8761267469 5405913.964519684, 1784392.9733189708 5405895.312251865, 1784394.6191073088 5405873.368407372, 1784398.4592800948 5405844.29281342, 1784399.493409235 5405832.178729197, 1784402.2994528806 5405799.307932211, 1784406.1396256667 5405765.294973247, 1784407.7854140028 5405733.4763987325, 1784411.625586789 5405700.560631995, 1784412.4311193759 5405692.6664126525), (1784418.2087401366 5405593.393973856, 1784418.2087401366 5405592.079241411, 1784418.2087401366 5405590.841409532, 1784417.9497093405 5405561.052867957), (1784405.494817538 5405381.043010392, 1784403.4100799866 5405348.468986154), (1784402.7091440551 5405335.46806405, 1784400.0517175852 5405280.769369212), (1784400.5498624227 5405136.090338781, 1784400.6536645424 5405132.215059643, 1784400.5557265643 5405119.287246498, 1784400.5134431596 5405113.705836992), (1784400.2732934898 5405004.373255049, 1784400.125205648 5404978.09530542))",0.0,1083.2891137195868
67134,3228409,CAPE PALLISER ROAD,N,CAPE PALLISER ROAD,,1795508,2,,,sealed,"LINESTRING (1785372.0763055151 5409368.283945589, 1785376.9804441917 5409357.036410147)",0.0,12.270192731913927
74976,3255345,JAMES STREET,N,JAMES STREET,,1795950,2,,,sealed,"LINESTRING (1781412.007529419 5493112.264964241, 1781189.4090665188 5493263.444913953)",0.0,269.08261348595784
81664,3280533,DUNCAN STREET,N,DUNCAN STREET,,1795978,2,,,sealed,"LINESTRING (1781403.900267875 5493305.448860583, 1781365.9262459986 5493366.230048323)",0.0,71.66853647576498
68086,3232786,MANGA PIRAU STREET,N,MANGA PIRAU STREET,,1842940,2,,,sealed,"LINESTRING (1781383.2481916046 5493377.047044774, 1781365.9262459986 5493366.230048323, 1781356.030263639 5493360.1387735065, 1781290.7975637252 5493319.986084512, 1781284.4918908263 5493316.935697281, 1781278.076575525 5493314.332440662, 1781270.932825515 5493312.348065662, 1781263.6567838425 5493311.025148994, 1781233.508732235 5493306.832826684, 1781227.0148635106 5493305.080290771, 1781221.4557421291 5493302.558482321, 1781216.560950459 5493299.251190648, 1781211.9307421204 5493294.885565642, 1781207.703586001 5493289.960902587, 1781189.4090665188 5493263.444913953, 1781167.4073319528 5493232.291731081)",0.0,269.7637994011343
68087,3232787,SARAH STREET,N,SARAH STREET,,1798194,2,,,sealed,"MULTILINESTRING ((1781403.1385245211 5493070.051807847, 1781419.0462483417 5493095.589405266), (1781523.5795944107 5493270.209232501, 1781539.7495384861 5493297.265627777))",0.0,61.60703273258946
68262,3233007,,N,,,0,1,,,unmetalled,"LINESTRING (1788196.2747079192 5516673.581799897, 1788206.445100001 5516704.963900001, 1788218.7339000003 5516745.1609000005, 1788224.2322000004 5516759.761000001, 1788226.1703000003 5516763.572500001, 1788228.1084000003 5516765.3814, 1788229.3513441524 5516765.843874198, 1788230.8863000004 5516766.415000001, 1788235.5377000012 5516767.3195, 1788241.4165000003 5516767.4487000005, 1788250.719200001 5516766.350400001, 1788261.7016000003 5516763.895500001, 1788303.3055000007 5516753.107000001, 1788323.7757597573 5516747.73682732)",0.0,195.8969583682836
67394,3232775,,N,,,0,1,,,metalled,"LINESTRING (1777555.784324197 5486068.548779725, 1777566.9184271824 5486091.74482761, 1777582.073178471 5486113.085191667, 1777592.5427680006 5486126.434510001, 1777601.5578586943 5486153.600955313, 1777621.0425389204 5486196.900244701, 1777632.8364406005 5486227.704596295, 1777632.989234693 5486229.8055150695)",0.0,180.0649448126939
13444,6634615,,N,,,0,1,,,metalled,"MULTILINESTRING ((1776184.131599999 5570027.6462, 1776188.0105000008 5570039.0058, 1776190.7811000003 5570044.824100001, 1776194.9370999988 5570051.058000001, 1776200.4782999968 5570057.984600001, 1776206.552100001 5570064.850599999, 1776208.5224610232 5570066.5711668525), (1776239.2380614963 5570082.262081167, 1776248.3972000005 5570085.734200001, 1776256.189600001 5570088.773200001, 1776261.878100003 5570091.8122000005, 1776267.722400003 5570095.708400001, 1776271.9302999983 5570099.215000001, 1776276.6835999982 5570103.422900001, 1776280.9695000006 5570107.786700001, 1776281.0469003753 5570107.889338361))",0.0,96.29660982720543
6476,3279490,,N,,,0,1,,,unmetalled,"MULTILINESTRING ((1940019.4699669036 5606994.893707125, 1940011.5390752368 5607009.490503573, 1939999.5138743483 5607031.366522969, 1939989.7742393408 5607032.314135887, 1939983.0444320936 5607031.675428481), (1939970.3998106578 5607049.230903827, 1939968.423587069 5607062.995146837, 1939960.2892698208 5607078.497016447, 1939939.399814399 5607103.212304459, 1939922.839834285 5607116.489750781, 1939921.7212654396 5607116.551581556))",0.0,144.23950283634434
89406,3232129,BEACH ROAD,N,BEACH ROAD,,1805732,2,,,sealed,"LINESTRING (1939662.5795752017 5607524.416464786, 1939663.7149829797 5607522.706244046)",0.0,2.0528043750934235
91694,3308213,RICHMOND ROAD,N,RICHMOND ROAD,,1804966,1,,,unmetalled,"LINESTRING (1938186.705744001 5610670.788178001, 1938175.542156788 5610664.918188762)",0.0,12.612789268242743
96152,3307815,,N,,,0,1,,,sealed,"LINESTRING (1934165.3572485447 5622957.358552529, 1934179.1665810104 5622950.532181669, 1934205.3319095364 5622926.460079427, 1934236.1023358805 5622896.108298337, 1934239.0328526748 5622886.898102695, 1934234.1551210636 5622875.6191121945)",0.0,116.13314248418533
94833,3278589,ALFRED STREET,N,ALFRED STREET,,1803959,2,,,sealed,"LINESTRING (1933993.2639737604 5623260.799481663, 1933979.813906089 5623251.281441468)",0.0,16.477178445447315
94879,3278590,,N,,,0,1,,,metalled,"LINESTRING (1933936.1998487809 5623343.418150553, 1933944.581106185 5623329.421450687, 1933943.5809429118 5623323.670511867)",0.0,22.15146048654781
22456,3214933,THE ESPLANADE,N,THE ESPLANADE,,1802989,2,,,sealed,"MULTILINESTRING ((1933399.399645138 5624608.618179069, 1933388.1425386388 5624646.006511395), (1933383.4796276253 5624661.4934810335, 1933368.6260761437 5624710.8267194675))",0.0,90.56708726286368
89508,3231038,NORTH SHORE ROAD,N,NORTH SHORE ROAD,,1805627,2,,,sealed,"MULTILINESTRING ((1934925.0854256586 5632972.48323193, 1934929.1501505487 5632970.757641175, 1934941.1505541708 5632961.713858733, 1934948.9769043606 5632945.887239463, 1934950.890012185 5632933.365079159, 1934944.8028509263 5632910.059947485, 1934920.9759625727 5632840.144552461, 1934890.7663182523 5632760.430546778, 1934801.644513839 5632510.874714688, 1934779.8632374334 5632449.303061832), (1934775.35367544 5632436.555361447, 1934775.1887874883 5632436.089253606, 1934774.417658882 5632433.975005395))",0.0,566.0109522848315
108521,3265296,HAPPY JACKS ROAD,N,HAPPY JACKS ROAD,,1839121,1,,,metalled,"LINESTRING (2023171.0502792846 5670212.235320022, 2023157.935391335 5670207.491637147)",0.0,13.946426536948959
113389,3238613,POUAWA ROAD,N,POUAWA ROAD,,1840910,1,,,metalled,"MULTILINESTRING ((2051871.238051174 5714110.735434915, 2051819.3299812991 5714110.562695913, 2051777.8968075418 5714111.456930174), (2051728.155152327 5714110.004704522, 2051719.0942140492 5714107.330301979, 2051707.5455519026 5714101.419857986, 2051684.1504029948 5714090.018401921, 2051675.5378483187 5714086.263818476))",0.0,151.19266385073666
7410,100047994,WHANGARA ROAD,N,WHANGARA ROAD,35,3020221,2,,,sealed,"MULTILINESTRING ((2050013.889102434 5711777.086255677, 2050054.4965615487 5711770.755815282, 2050070.4441870246 5711767.003432817, 2050081.9587665023 5711763.954655272), (2050312.8068672495 5711727.007639503, 2050325.9814328952 5711730.511513345, 2050344.5557260967 5711738.766754767, 2050367.4452591343 5711753.213427259, 2050379.828121269 5711763.15724079, 2050399.0590814028 5711782.857248733, 2050424.1062343568 5711813.063927577, 2050433.783604666 5711825.417068479), (2050652.5518491936 5712166.0384016745, 2050656.3787089444 5712176.106931071, 2050673.639668283 5712221.510758898, 2050691.2758658687 5712272.074112615, 2050698.5930116763 5712302.186981895, 2050700.844441155 5712313.1627006065, 2050707.9739678388 5712352.375097365, 2050714.071589345 5712391.5874941265, 2050718.9839751974 5712421.755322539), (2050732.0256207527 5712655.156487786, 2050732.308394254 5712701.195267337), (2050731.9428968474 5712741.01589705, 2050731.9004287433 5712745.555408183, 2050731.9419941478 5712786.597221559), (2050736.6570845807 5712876.1439908985, 2050737.8992179967 5712884.978883498, 2050742.2144578302 5712905.429367931, 2050747.8430315284 5712925.59842368, 2050748.5605930698 5712927.51989403))",0.0,638.3910395458042
94272,3282279,POINT ROAD,N,POINT ROAD,,1814828,2,,,sealed,"LINESTRING (1740541.220117712 5714948.6650843965, 1740557.3674151609 5715013.403926897, 1740562.429546859 5715038.878188515, 1740564.9889358263 5715063.907799423, 1740567.8982119747 5715086.174549699, 1740572.379316979 5715117.0949744545, 1740577.0605676742 5715138.492647914, 1740580.1739696385 5715144.4493407905, 1740585.5093851648 5715149.867973881, 1740590.4980904805 5715153.883752719)",0.0,214.18784084885243
96930,3282285,TOKOPAPA STREET,N,TOKOPAPA STREET,,1810063,1,,,sealed,"LINESTRING (1740598.3851301353 5715036.100655583, 1740595.2772710528 5715036.173782976, 1740562.429546859 5715038.878188515)",0.0,36.06758448208208
96931,3282284,BEACH ROAD,N,BEACH ROAD,,1809994,2,,,sealed,"LINESTRING (1740591.3200272536 5715154.011631067, 1740590.4980904805 5715153.883752719, 1740536.8168244744 5715152.7850734545)",0.0,54.52433306789176
95490,3282278,RERENGA STREET,N,RERENGA STREET,,1810020,2,,,sealed,"LINESTRING (1740636.3427146259 5715442.511199115, 1740625.029503543 5715443.187698447)",0.0,11.333419446658976
89823,3237767,ARIA TERRACE,N,ARIA TERRACE,,1809918,2,,,sealed,"LINESTRING (1740627.1398240896 5715478.55561899, 1740625.029503543 5715443.187698447, 1740622.4005939448 5715401.490192701, 1740621.1129811024 5715355.479371909, 1740620.8132822989 5715344.443939783, 1740620.3189162211 5715335.273485521, 1740619.5369901024 5715325.96922548, 1740618.491912879 5715317.572219533, 1740616.8469082247 5715305.818768678, 1740613.8168381369 5715286.387293139, 1740611.4830736471 5715273.393838138, 1740607.3427725649 5715248.970830862, 1740606.5211335123 5715239.056929534, 1740607.5631663622 5715231.519121126, 1740610.4417350944 5715224.984596001, 1740615.275712587 5715219.343236305, 1740622.440131235 5715214.280957697, 1740622.9341044256 5715213.99825348)",0.0,272.2378038643797
94275,3234154,,N,,,0,1,,,metalled,"LINESTRING (1740748.9102839078 5717804.782173655, 1740748.055721499 5717810.943649779, 1740748.1086106123 5717824.965283675, 1740748.6205938803 5717836.161430814, 1740759.8061779784 5717947.784004249)",0.0,143.63165760555486
22705,3217315,MORRISON ROAD,N,MORRISON ROAD,,1807958,1,,,sealed,"LINESTRING (1759584.3883271334 5791505.069629369, 1759569.1470536543 5791520.201933837, 1759525.0708478391 5791563.963012405, 1759520.5549380565 5791569.302380645, 1759514.3433869109 5791576.646583809, 1759500.9465801762 5791592.200209052)",0.0,120.72780378144576
95577,3282603,ASH TERRACE,N,ASH TERRACE,,1807897,1,,,sealed,"LINESTRING (1759801.221044383 5791626.886929891, 1759793.2671102704 5791621.258741752, 1759783.921147463 5791613.161056609, 1759763.4505403284 5791590.580077604, 1759753.2152367607 5791578.656476542, 1759740.5530055445 5791562.828687521, 1759734.3616594756 5791552.881934823)",0.0,100.28832163523242
94401,3257564,COOPER DRIVE,N,COOPER DRIVE,,1807871,1,,,sealed,"LINESTRING (1759752.278759243 5791698.162878566, 1759757.8248269549 5791689.7482192945, 1759786.427214059 5791650.409120107, 1759801.221044383 5791626.886929891, 1759807.5309327543 5791616.854207381, 1759832.6443580026 5791580.028218259, 1759840.3472153246 5791569.054284536, 1759841.2209043843 5791567.275703236)",0.0,158.31869277410905
89866,3237903,LAWTON DRIVE,N,LAWTON DRIVE,,1807932,1,,,sealed,"LINESTRING (1760095.0948618548 5791816.177252057, 1760074.0049507525 5791816.660259043, 1760035.9127385085 5791814.971961545, 1760021.034616827 5791814.338849985, 1760005.3123463988 5791812.756071082, 1759986.213480981 5791810.012587653, 1759961.7331672944 5791806.635992661, 1759934.6148887705 5791804.314583605, 1759914.144281635 5791803.259397671, 1759892.7240071604 5791801.254544392, 1759879.0065900087 5791799.144172522, 1759867.1885075383 5791796.506207687, 1759855.898018037 5791791.863389573, 1759839.753673235 5791782.050160379, 1759828.4631837327 5791774.241784463, 1759817.7002871986 5791764.006480895, 1759800.0786820883 5791741.953094859, 1759787.2054136842 5791727.602566146, 1759775.1762940288 5791715.995520865, 1759761.2478396911 5791704.810549955, 1759752.278759243 5791698.162878566, 1759743.204160205 5791693.625579047, 1759726.0046294685 5791685.078572975, 1759713.3423982505 5791676.848122684, 1759700.7856856268 5791667.562486457, 1759684.1137478584 5791652.262290405, 1759673.5618885104 5791641.393875275, 1759661.9548432287 5791626.937827969, 1759633.1482672086 5791591.167024781, 1759613.838364603 5791568.5860457765, 1759592.2070529405 5791546.532659743, 1759578.8314195368 5791531.552452221, 1759569.1470536543 5791520.201933837)",0.0,639.9945079516957
95578,3282604,,N,,,0,1,,,unmetalled,"LINESTRING (1760095.0948618548 5791816.177252057, 1760102.7773666186 5791812.944841404, 1760105.2630086907 5791809.638225678)",0.0,12.471508337061646
22636,8114282,,N,,,0,1,,,unmetalled,"LINESTRING (1741213.1649190828 5722494.95954576, 1741209.7461987482 5722488.444625877, 1741207.5137894042 5722483.491467644)",0.0,12.790428025233927
24797,6063664,KAIAUA ROAD,N,KAIAUA ROAD,,1802707,1,,,metalled,"LINESTRING (2066022.5071832452 5747089.541661744, 2066024.9748139828 5747092.361811158, 2066025.1317480092 5747092.54777798)",0.0,3.9906599875577675
24892,3214347,WAIKAWA ROAD,N,WAIKAWA ROAD,,1802630,1,,,metalled,"MULTILINESTRING ((2069010.9963058683 5776422.525225902, 2069008.7162520029 5776422.590257517, 2069002.5652196724 5776422.613423519, 2068997.9351728745 5776422.459729019, 2068987.4373122146 5776421.963133585, 2068985.8404744486 5776421.904854834), (2068970.9681008635 5776420.742870677, 2068965.8544436786 5776421.302176931, 2068959.0083499243 5776422.724312351, 2068953.2422325565 5776423.783862354, 2068949.9214253179 5776423.928797707), (2068515.548638787 5776557.689045984, 2068514.7729328563 5776560.506083311, 2068512.8547036871 5776565.400874983, 2068509.084391185 5776573.007645823, 2068502.9328286787 5776582.466499998, 2068496.648974507 5776589.940979169, 2068489.5052245008 5776598.209208345, 2068483.3536619944 5776606.345145852, 2068479.8479328249 5776612.629000023, 2068475.746891155 5776622.154000033, 2068469.9922036491 5776637.2352500465, 2068465.6927244784 5776647.157125057, 2068456.101578637 5776665.479520907, 2068453.3895994667 5776670.44045841, 2068452.9169375151 5776671.494858152, 2068451.6698077992 5776674.276916747, 2068448.7593911309 5776686.050875093, 2068446.9734536288 5776693.922229267, 2068445.7166827945 5776697.031083437, 2068443.203141125 5776700.801395939, 2068437.5145994527 5776708.275875113, 2068435.4252868567 5776711.384364585), (2068423.0606850807 5776759.978057246, 2068420.3166827708 5776766.418062666, 2068418.993766103 5776772.768062673, 2068418.332307769 5776778.39045851, 2068417.7369952686 5776785.600354351, 2068416.678661935 5776790.164416854, 2068415.223453601 5776794.463896025, 2068413.1729327645 5776799.027958529, 2068410.5932452623 5776803.988896033, 2068406.6244952586 5776811.72795854, 2068404.6731931744 5776816.192802295, 2068403.2179848384 5776820.856083549, 2068400.3737140028 5776832.233166893, 2068397.3310056664 5776846.785250239, 2068394.2221514983 5776863.983166921, 2068391.311734829 5776885.745146107, 2068389.6580889951 5776896.989937782, 2068386.6815264905 5776913.129521131, 2068383.969547321 5776927.086291976, 2068379.6039223168 5776948.782125329, 2068377.288818149 5776959.630042004, 2068372.5924639786 5776987.146708697, 2068366.2424639724 5777021.410250393, 2068363.5966306366 5777035.433167073, 2068360.2893389668 5777051.903479589, 2068358.304963965 5777060.76702126, 2068356.7174639646 5777066.2571254345, 2068355.196109795 5777069.630562937, 2068354.0054847943 5777074.062333775, 2068353.4763181284 5777078.560250444, 2068351.0289222924 5777091.590979623, 2068348.2507972904 5777103.497229635, 2068345.538818121 5777114.940458813, 2068342.8929847851 5777126.912854657, 2068340.5117347827 5777141.729521335, 2068338.858088947 5777154.892542181, 2068337.0721514467 5777170.370667195, 2068334.7901201928 5777189.420667212, 2068333.9963701926 5777198.218063053, 2068333.0041826926 5777213.563896401, 2068331.0198076908 5777254.3758756025, 2068330.5567868566 5777272.301396453, 2068330.5567868566 5777284.207646463, 2068330.0937660225 5777293.468063138, 2068329.9614743572 5777299.55347981, 2068330.095626758 5777309.450945918), (2068322.556347296 5777447.916746801, 2068323.0823076824 5777452.317282033, 2068323.148453515 5777461.974573709, 2068322.2224118486 5777467.398532045, 2068320.5026201783 5777472.5579070505, 2068318.28288775 5777478.016265483), (2068317.461762064 5777541.307263239, 2068318.5513180923 5777546.178219611, 2068320.337255597 5777552.197490451, 2068322.5862139305 5777559.374313373, 2068324.2067868486 5777566.220407131, 2068325.132828517 5777572.801917555, 2068325.14936221 5777572.913092387), (2068335.7823076928 5777834.513797046, 2068335.7823076928 5777839.105042793, 2068335.553211951 5777846.344468256), (2068344.5015710888 5778132.476895629, 2068344.7119952012 5778138.018063896, 2068345.5057452004 5778146.617022237, 2068346.4317868687 5778151.974834741, 2068348.680745203 5778159.846188915, 2068352.3187660389 5778170.297230593, 2068354.979765893 5778177.703680186), (2068367.0267701286 5778255.600056871, 2068367.0692868866 5778260.850876506, 2068366.5401202189 5778279.504001522, 2068366.8047035523 5778291.013376533, 2068367.1340894445 5778297.07407694))",0.0,945.2591984568413
24893,8114359,MCILROY ROAD,N,MCILROY ROAD,,1802864,1,,,metalled,"MULTILINESTRING ((2068808.9529472208 5779841.312688882, 2068804.9288328327 5779832.882282229, 2068799.9354803031 5779820.710985432, 2068795.207220493 5779808.214870227, 2068791.8298920589 5779798.285524629, 2068791.416911892 5779797.176596403), (2068789.7484044228 5779792.696344866, 2068788.1823773487 5779788.491272168, 2068783.6567572467 5779776.4004363725, 2068779.8066028329 5779768.024661857, 2068776.1253148392 5779760.628312583, 2068771.4646015987 5779752.961777037, 2068768.6276457151 5779749.381808897, 2068765.317863849 5779745.970707176, 2068757.9552878607 5779739.553783152, 2068752.9906150624 5779735.568535601, 2068752.6057772075 5779735.190569851), (2068662.9724893598 5779520.215413796, 2068662.2080267444 5779517.528211877, 2068661.0597350765 5779511.651660399, 2068660.3842693912 5779506.585667747, 2068659.9789899783 5779501.992501076, 2068659.4386174288 5779497.804613818, 2068658.3578723287 5779493.278993716, 2068657.8770168226 5779491.318582804), (2068646.443944322 5779455.534401545, 2068646.1319433963 5779451.062388285, 2068646.199489965 5779445.523569653, 2068646.1471776497 5779441.809395261), (2068643.805802191 5779432.029996472, 2068642.9572546687 5779429.954085571, 2068638.7391043026 5779422.019945597))",0.0,171.73421188825816
15503,3204518,PUKEHINA PARADE,N,PUKEHINA PARADE,,1808389,2,,,sealed,"LINESTRING (1906937.6942066988 5815019.731997515, 1906942.6034878045 5815011.55888769, 1906947.2980220746 5815003.409357149, 1906952.3349035783 5814995.763515031, 1906958.0661625704 5814987.952360654, 1906976.6141883302 5814964.508211388, 1907025.2768689143 5814903.056101735, 1907068.8457208145 5814848.717664245, 1907075.5674916143 5814840.875296155, 1907082.497347395 5814833.568305367, 1907086.0949278253 5814830.018061521)",0.0,241.16584614271952
110338,3277547,,N,,,0,1,,,metalled,"MULTILINESTRING ((1906559.1031811861 5814885.971680739, 1906560.0669701546 5814882.928136629, 1906561.2319219103 5814877.6026428845, 1906562.147241149 5814872.942835859, 1906562.8961387062 5814867.450920435, 1906563.062560385 5814862.125426691, 1906563.2289820649 5814855.468559509, 1906562.8823283948 5814849.9798764), (1906557.7962424522 5814825.60044289, 1906557.2378016002 5814823.5155970445, 1906555.5081317425 5814819.569739339, 1906553.9787561577 5814815.738956009), (1906551.5724328198 5814808.580080619, 1906551.4705255805 5814808.190054729), (1906550.8024195367 5814805.633036631, 1906549.3845854888 5814800.206611658))",0.0,53.02533323589898
8877,3200808,SEAFORTH ROAD,N,SEAFORTH ROAD,,3022240,2,,,sealed,"LINESTRING (1864224.4981492294 5849564.575171133, 1864248.9960564664 5849576.420313093)",0.0,27.211299988211437
144419,3322473,ALBACORE AVENUE,N,ALBACORE AVENUE,,1808408,2,,,sealed,"LINESTRING (1862278.4453549432 5852697.870816942, 1862270.3584324466 5852692.552390436)",0.0,9.679048298844432
25324,3220279,BROADWAY ROAD,N,BROADWAY ROAD,,1808318,2,,,sealed,"LINESTRING (1862302.0744006885 5852667.940692333, 1862278.4453549432 5852697.870816942, 1862268.5999192167 5852715.198783822, 1862228.3623434873 5852783.654919154)",0.0,137.4688449571737
116102,3322492,MAKO AVENUE,N,MAKO AVENUE,,1808627,2,,,sealed,"LINESTRING (1861678.4413840363 5853796.049870672, 1861682.105139099 5853798.530576437)",0.0,4.424590631074858
139619,7930180,,N,,,0,1,,,sealed,"LINESTRING (1825750.2045115614 5886065.5899551315, 1825750.094611721 5886069.985948749, 1825747.9479433224 5886079.164187172)",0.0,13.823301893481155
139620,7930181,,N,,,0,1,,,sealed,"LINESTRING (1825751.941029963 5886086.263007867, 1825747.9479433224 5886079.164187172)",0.0,8.144814066394492
132801,7929567,,N,,,0,1,,,sealed,"LINESTRING (1825747.9479433224 5886079.164187172, 1825706.9078861903 5886072.287204625, 1825683.8367189383 5886063.413678759, 1825678.068927125 5886063.635516907, 1825672.7448116047 5886066.297574666, 1825669.1954012588 5886071.178013893, 1825664.0931238849 5886085.153817133, 1825652.011686971 5886121.398127877)",0.0,137.17318515352935
132802,7929568,,N,,,0,1,,,sealed,"LINESTRING (1825739.8457117162 5886138.933641141, 1825740.627284483 5886135.732914573, 1825744.6203711228 5886108.446822532, 1825747.9479433224 5886095.580210026, 1825751.941029963 5886086.263007867)",0.0,54.29824293872461
10895,3200813,PENINSULA ROAD,N,PENINSULA ROAD,,1806416,1,,,metalled,"MULTILINESTRING ((1855964.6252823183 5878859.902393665, 1855986.793432653 5878869.410114417, 1855989.3906094176 5878871.399172406), (1855990.0109223558 5878871.874241496, 1855990.0873292242 5878871.932757996))",0.0,27.488603100307166
139621,7930182,,N,,,0,1,,,sealed,"LINESTRING (1825751.941029963 5886086.263007867, 1825763.254775443 5886087.815874892, 1825779.6707982942 5886086.484846013, 1825784.9949138146 5886083.8227882525, 1825788.3224860122 5886077.389481999, 1825788.9159915526 5886075.10917124)",0.0,43.44147603140436
26224,3220040,TARARU ROAD,N,TARARU ROAD,25,3043675,2,,,sealed,"LINESTRING (1824751.1227207738 5888488.643237655, 1824748.524498335 5888492.882442687, 1824739.1660036165 5888512.812570329, 1824731.3672580188 5888525.117257827, 1824719.9290978042 5888540.541443565, 1824719.184574216 5888541.79287683)",0.0,62.21671964839898
