,t50_fid,name_ascii,macronated,name,hway_num,rna_sufi,lane_count,way_count,status,surface,geometry,affected_area,affected_length
30096,3222510,LOWER BEACH ROAD,N,LOWER BEACH ROAD,,3028804,1,,,metalled,"MULTILINESTRING ((1489905.0750915026 5113081.805408589, 1489876.451477957 5113078.730450009, 1489859.0510083549 5113076.338112274, 1489856.394385933 5113075.972861323, 1489839.1543180174 5113073.145677608), (1489803.8572355502 5113058.5990087185, 1489801.8097777367 5113057.329669159, 1489791.4516281784 5113048.03053492, 1489776.0418331549 5113034.900111106, 1489719.681567423 5112988.097051634, 1489642.2112176623 5112924.797160279, 1489634.5754442662 5112917.759126775, 1489624.2744444208 5112907.2031917125, 1489618.0700165145 5112901.220751196, 1489611.2841028469 5112896.423229469, 1489604.3541246783 5112894.219918475, 1489595.9794935025 5112894.148171331, 1489588.0681338124 5112895.466215771, 1489581.0760219945 5112898.518089685, 1489574.7453840328 5112903.061940136, 1489571.2794010674 5112905.466983564))",0.0,361.75171848602093
1599,8055600,WAKANUI BEACH ROAD,N,WAKANUI BEACH ROAD,,1785758,2,,,sealed,"LINESTRING (1508971.259020575 5124520.235944364, 1508971.4134240588 5124518.537506045, 1508966.6924942527 5124506.735181529, 1508955.6769913724 5124497.293321917)",0.0,28.92520881862408
9555,3198733,HAAST HIGHWAY,N,HAAST HIGHWAY,6,3052772,2,,,sealed,"MULTILINESTRING ((1326432.2941468044 5167826.120421101, 1326406.8991970767 5167824.037139267), (1326286.6791760093 5167804.31142304, 1326278.0806500008 5167801.0046500005, 1326259.8719000006 5167792.701400001, 1326251.0176000008 5167788.0996, 1326233.8092500009 5167778.445700001, 1326208.3468000004 5167762.5892, 1326183.684750001 5167745.7822, 1326159.7229000004 5167728.0748000005, 1326128.2073000008 5167703.61445, 1325940.4140000008 5167553.900800001, 1325921.6005464187 5167539.257959229, 1325855.1622661743 5167487.547880877, 1325848.9816350527 5167482.737387314, 1325837.7130500004 5167473.96685, 1325782.8357500006 5167430.49825, 1325573.4812500002 5167260.125100001, 1325457.523050001 5167165.23445, 1325434.1613000007 5167146.4264, 1325410.1493000006 5167128.318650001, 1325393.3409000002 5167117.414100001, 1325384.5365500003 5167112.312000001, 1325366.7778500002 5167103.058250001, 1325348.7190000005 5167094.955050001, 1325330.1099500004 5167087.552200001, 1325311.150750001 5167080.699650001, 1325283.6805074066 5167071.511755616, 1325254.3232000005 5167061.6927000005, 1325235.8142000008 5167054.990150001, 1325217.3051500004 5167047.43725, 1325199.396350001 5167038.883800001, 1325187.9460656962 5167032.482733158), (1325156.7765287498 5167012.2291396735, 1325141.6174500007 5167000.2674, 1325134.1637000004 5166993.76455, 1325120.0064000003 5166980.05845, 1325113.0528500006 5166972.6051, 1325106.5994500006 5166965.10175, 1325094.4930500006 5166949.444650001, 1325088.6400000006 5166941.240900001, 1325083.2371000005 5166932.887050001, 1325073.1815500008 5166915.779200001, 1325068.529050001 5166907.025150001, 1325063.5338010085 5166896.69118005))",0.0,1526.9125950150901
4326,3224971,HUNTS BEACH ROAD,N,HUNTS BEACH ROAD,,1790427,1,,,metalled,"LINESTRING (1331822.3344937349 5172485.24722472, 1331859.1373993969 5172450.96506602, 1331892.5866216626 5172428.864687023, 1331906.494983596 5172419.302232185)",0.0,107.26566631354378
59129,6479876,,N,,,0,1,,,unmetalled,"LINESTRING (1576793.5082212551 5191466.674929175, 1576809.598129835 5191463.37940573)",0.0,16.423934756278705
19001,3211563,ROSS BEACH ROAD,N,ROSS BEACH ROAD,,1801618,1,,,sealed,"LINESTRING (1420276.2853505649 5250070.133211133, 1420291.5301661585 5250041.306650736, 1420294.7990125853 5250036.8351155305)",0.0,38.14838247923315
56292,6749499,,N,,,0,1,,,unmetalled,"LINESTRING (1420250.9181600325 5249993.404012307, 1420228.456549595 5249977.761105036, 1420216.0224438142 5249962.92039814, 1420215.2202434428 5249951.68959292, 1420220.6597923578 5249940.810495089)",0.0,70.15572084872797
54022,7546586,,N,,,0,1,,,unmetalled,"LINESTRING (1420254.4439325766 5249987.182060758, 1420250.9181600325 5249993.404012307)",0.0,7.151486077035423
54068,7546587,,N,,,0,1,,,unmetalled,"LINESTRING (1420250.9181600325 5249993.404012307, 1420245.703857609 5250009.4480197625)",0.0,16.87006594559493
60710,3271868,,N,,,0,2,,,sealed,"LINESTRING (1432644.3938999986 5268272.937199999, 1432635.9103455627 5268271.128960729, 1432627.3731024107 5268268.655856763, 1432618.3301439388 5268264.42226956, 1432607.9134605909 5268257.462329983, 1432594.3313329704 5268246.478028851, 1432584.2234685384 5268237.469616055, 1432571.8300464163 5268227.213483981, 1432561.634102133 5268219.023134602, 1432546.7410513982 5268208.183321852, 1432476.2602391466 5268166.813745915)",0.0,200.3929701581166
49549,3246663,GIBSON QUAY,N,GIBSON QUAY,,1790335,2,,,sealed,"LINESTRING (1432644.3938999986 5268272.937199999, 1432675.2244732513 5268275.393115595)",0.0,30.928235780632953
61416,3271847,,N,,,0,1,,,metalled,"LINESTRING (1432735.5141786982 5268350.397602167, 1432734.2902364386 5268350.952305983, 1432713.4612172544 5268360.917377654)",0.0,24.433831061300143
61419,8115680,,N,,,0,1,,,sealed,"LINESTRING (1432793.622682197 5268437.472236461, 1432810.195766841 5268451.272958899, 1432814.0000229373 5268454.589816553)",0.0,26.61397334728888
61426,3298061,,N,,,0,2,,,sealed,"LINESTRING (1433203.051622525 5268817.501351209, 1433202.1514278445 5268826.449345721)",0.0,8.993161637714511
61427,3298062,,N,,,0,1,,,metalled,"LINESTRING (1433333.7263608056 5268978.076557175, 1433328.5477965502 5268981.908542755)",0.0,6.442176746310282
60048,3222605,SERPENTINE ROAD,N,SERPENTINE ROAD,,1836097,1,,,metalled,"LINESTRING (1445340.2472739604 5284714.957441309, 1445337.8266000003 5284709.9056, 1445334.2501000008 5284701.242500001, 1445332.7079000007 5284697.5069, 1445332.0254000006 5284691.5919, 1445332.3666000003 5284687.951900001, 1445333.9591000006 5284684.311900001, 1445336.006600001 5284681.468200001, 1445340.2153000003 5284678.851900001, 1445341.541976929 5284678.347189122)",0.0,42.47811102109273
60167,5949407,,N,,,0,2,,,sealed,"LINESTRING (1451484.2383030527 5299872.3399405405, 1451494.6737571666 5299869.323388087, 1451498.0008455268 5299868.692894669)",0.0,14.249003496311673
49446,5948114,DOMETT ESPLANADE,N,DOMETT ESPLANADE,,1790680,2,,,sealed,"LINESTRING (1452384.4676857705 5301237.691652101, 1452382.891757545 5301231.530915717, 1452380.6943529064 5301222.940657303)",0.0,15.225961002674714
395,5947081,NORTH BEACH ROAD,N,NORTH BEACH ROAD,,1790039,1,,,sealed,"MULTILINESTRING ((1452390.0869766385 5301255.970297457, 1452392.0616342267 5301262.004244707, 1452396.1595360925 5301271.245563379), (1452440.08692822 5301387.30263261, 1452443.2591036689 5301416.307146668, 1452452.6489312388 5301458.672059206, 1452454.8160634446 5301467.542988483), (1452473.8407580769 5301552.014973979, 1452478.8869443443 5301576.587415293, 1452483.5579324425 5301597.9874629695), (1452489.1804968866 5301623.747140503, 1452490.1679740045 5301628.271249097, 1452504.7430756148 5301693.137298493, 1452517.1827130087 5301748.170967659), (1452521.4937667132 5301767.249219449, 1452539.727935901 5301848.981661885, 1452563.0236248448 5301967.307924398, 1452581.1193143409 5302050.049316078, 1452589.7279144065 5302085.6812344715), (1452591.993080285 5302095.056998837, 1452595.249405167 5302108.535276556, 1452610.8507196903 5302165.733679099, 1452619.012310017 5302200.772181011, 1452625.4689985523 5302244.270064397, 1452632.7070583282 5302286.790770977, 1452642.7440780783 5302323.405643099, 1452652.9027105542 5302346.423434035, 1452673.207329209 5302390.855713992, 1452673.4432465548 5302391.722570939), (1452676.441748719 5302402.740295896, 1452680.3739940452 5302417.188975639), (1452685.8887037758 5302445.6652772175, 1452687.89470199 5302457.136609927), (1452718.7047597056 5302596.128807545, 1452722.0980086662 5302608.802156312, 1452722.9124184782 5302612.255661021))",0.0,950.7796100406025
60285,3246738,DICKINSON PARADE,N,DICKINSON PARADE,,1788966,1,,,metalled,"LINESTRING (1462279.921061039 5336661.937067779, 1462284.5401573228 5336684.303218199, 1462297.668115179 5336732.195953337, 1462302.2626206344 5336752.516112053, 1462306.5323213162 5336775.694487182, 1462322.2222585743 5336875.874158753, 1462330.4895938486 5336905.129505092, 1462335.1166112386 5336919.71533256, 1462358.570387585 5336990.809592111, 1462367.3655537143 5337007.666993858)",0.0,357.8800022160838
61011,3271919,WEBB STREET,N,WEBB STREET,,1790615,1,,,sealed,"LINESTRING (1462361.7770928263 5336889.490858331, 1462345.0111731347 5336896.994486725, 1462330.4895938486 5336905.129505092)",0.0,35.01342774915052
61764,3298099,OWEN STREET,N,OWEN STREET,,1790616,1,,,sealed,"LINESTRING (1462367.3655537143 5337007.666993858, 1462376.3881415287 5337008.875043613, 1462400.3997990878 5336993.814053236)",0.0,37.44729290529091
61010,3271910,,N,,,0,1,,,sealed,"MULTILINESTRING ((1462411.628858702 5337024.82971063, 1462410.2281982703 5337027.575005077, 1462408.283315625 5337036.813197643, 1462408.7044082119 5337041.108342032), (1462410.4918147505 5337054.24275837, 1462413.1455222368 5337067.688209634, 1462414.3699048136 5337070.459180729))",0.0,33.57264639225083
8946,6456256,STATE HIGHWAY 6,N,STATE HIGHWAY 6,6,3035524,2,,,sealed,"MULTILINESTRING ((1462242.3870033626 5336495.9563488355, 1462230.663891185 5336485.84516458, 1462180.805766725 5336442.842532234), (1462136.2342906583 5336409.8741478855, 1462133.427000001 5336407.87585, 1462111.9608461936 5336393.578573936), (1462098.0522775494 5336384.314937453, 1462077.3583614172 5336370.532001094), (1462060.3647357519 5335680.886129527, 1462063.6051000003 5335672.7568500005, 1462066.401800001 5335663.05895, 1462068.298750001 5335653.361300001, 1462069.1459500007 5335643.513900001, 1462068.9434000002 5335633.76675, 1462067.8411500007 5335623.719950001, 1462063.8372500008 5335604.2766, 1462030.011500001 5335468.674450001, 1462023.4558000006 5335439.484550001, 1462020.4015000006 5335419.6911, 1462019.5491000004 5335409.59415, 1462019.346500001 5335399.49715, 1462019.7937500011 5335389.349950001, 1462020.890800001 5335379.302600001, 1462022.7377500003 5335369.454950001, 1462025.2344500003 5335359.7071, 1462028.4310500007 5335350.0091, 1462032.177550001 5335340.7108000005, 1462036.4740000004 5335331.662300001, 1462041.220350001 5335323.0136, 1462046.6665500002 5335314.414650001, 1462052.6128000002 5335306.265500001, 1462059.208850001 5335298.416050001, 1462066.1549500003 5335291.116350001, 1462073.7010000004 5335284.266450001, 1462081.5971500007 5335277.866250001, 1462089.7432500003 5335271.815900001, 1462106.585500001 5335260.564850001, 1462124.6344507576 5335249.410566426))",0.0,616.709733879815
61762,3298104,MABEL STREET,N,MABEL STREET,,1788997,1,,,sealed,"LINESTRING (1462302.2626206344 5336752.516112053, 1462335.7188783865 5336737.2915603975)",0.0,36.757423139881595
1798,100123139,STATE HIGHWAY 6,N,STATE HIGHWAY 6,6,3035524,2,,,sealed,"MULTILINESTRING ((1467246.203180442 5348234.096534528, 1467249.9234881555 5348218.741809964), (1467104.0593623496 5347296.382105214, 1467080.8920181869 5347260.078638073, 1467078.5554398408 5347254.4618632, 1467068.2619072627 5347229.717794505, 1467065.3512603354 5347219.194686384), (1467060.9328822475 5347194.313217688, 1467059.5179843148 5347176.768483323, 1467057.8950520824 5347160.3362944685), (1467047.1696206576 5347052.498902203, 1467043.4274924134 5347024.626498731), (1466992.3950991796 5346833.112519579, 1466989.8094874825 5346822.882490691, 1466986.2958515862 5346810.7382734185), (1466981.4965040435 5346794.150237253, 1466971.0005929037 5346757.87310749), (1466943.1733152184 5346673.067323569, 1466931.7194211483 5346647.3948023785, 1466927.7100381036 5346638.4082541745), (1466864.2687546425 5346489.786527657, 1466861.0795107502 5346476.525987263, 1466857.1901158893 5346456.71438219), (1466855.9989426238 5346450.646843369, 1466853.3071347966 5346436.9354472505, 1466845.5347588444 5346407.546150675, 1466838.7339298846 5346387.386550547, 1466835.1967999865 5346377.399360246), (1466832.1662517954 5346368.842518294, 1466818.0885562587 5346329.093730895, 1466801.3293706086 5346292.417831864, 1466777.7693559984 5346243.3547086585, 1466760.5552049952 5346205.88082609, 1466746.1940786885 5346174.617758819, 1466724.3342713183 5346132.84123807, 1466704.9033314346 5346097.379772782, 1466662.6410371864 5346026.942615703, 1466621.3502899343 5345953.833704391, 1466595.3614078385 5345906.470788425, 1466569.175572276 5345863.183999025), (1466566.1088431624 5345858.114508041, 1466559.6570558029 5345847.449308529, 1466532.6966267144 5345810.773409497, 1466491.4058794603 5345758.3098718105, 1466445.7431707326 5345704.87478713, 1466428.2553248368 5345681.800546018, 1466414.6536669189 5345662.126719386, 1466412.821950465 5345659.439470696), (1466393.556184159 5345631.175322524, 1466374.0915799104 5345602.619465993, 1466361.417617421 5345584.962578081), (1466218.3619917964 5345465.520278953, 1466217.0926046362 5345465.104841013), (1466160.9430469028 5345446.728527382, 1466093.8635972748 5345424.775139781, 1466086.4596950002 5345422.352032, 1466076.5091931985 5345418.511731103, 1466051.7361941142 5345408.950829301, 1466032.6004468706 5345403.146126019, 1466008.329288749 5345399.739647685, 1465991.7227068748 5345401.868696643, 1465952.122396253 5345404.849365185, 1465932.1093360467 5345403.9977456005, 1465901.8768408408 5345396.333169352, 1465874.1992043862 5345378.874967896, 1465849.5022364706 5345354.603809773, 1465772.6397689125 5345281.401459716, 1465772.0708769627 5345280.872829075))",0.0,1695.583579601943
61195,8057400,BRADSHAWS ROAD,N,BRADSHAWS ROAD,,1787932,1,,,metalled,"LINESTRING (1479034.351616553 5376902.497744197, 1479033.0286998842 5376895.75086919, 1479031.3477574599 5376889.699476462)",0.0,13.155868706177614
60474,3271935,,N,,,0,1,,,metalled,"LINESTRING (1479830.32668167 5377161.3513253685, 1479830.093100001 5377165.721535132, 1479831.2361000003 5377172.6022535125, 1479833.5936000003 5377177.6292, 1479836.522500001 5377181.272500001, 1479841.0390000008 5377184.664500001, 1479848.0399000002 5377189.165100001, 1479856.0567000005 5377193.759000001, 1479879.8296000008 5377207.381700001, 1479912.484100001 5377225.3133000005, 1479969.8412000006 5377257.530900001, 1480014.5612000003 5377282.748500001, 1480042.4219000004 5377298.4648, 1480074.4455697304 5377315.42083027, 1480096.4079002468 5377327.0002519945, 1480115.610810291 5377339.937287329, 1480129.0996000003 5377349.5163, 1480138.8602535129 5377355.152260541, 1480144.4356421363 5377356.029880652, 1480149.6095416024 5377354.706324977, 1480153.580208635 5377352.420183352, 1480158.3190722307 5377348.38171845, 1480162.077200001 5377343.137600001, 1480167.167200001 5377333.172100001, 1480170.3487746643 5377325.893654138)",0.0,417.967333276956
12604,3203388,UTOPIA ROAD,N,UTOPIA ROAD,,1787890,2,,,sealed,"MULTILINESTRING ((1489126.5023817276 5377826.699643822, 1489129.648500003 5377827.862400001, 1489188.5057981908 5377849.655031421), (1489191.5608564834 5377850.786203959, 1489206.4322000025 5377856.2925, 1489247.066900001 5377871.310100002))",0.0,125.29534159910136
5034,3246781,BEATONS ROAD,N,BEATONS ROAD,,1787944,1,,,metalled,"LINESTRING (1487361.8585293125 5377449.690360215, 1487372.4364027856 5377423.546115998)",0.0,28.203065664176023
49893,3226212,GARVEYS ROAD,N,GARVEYS ROAD,,1787954,2,,,sealed,"LINESTRING (1489254.9257103915 5377857.315188293, 1489249.4763000002 5377867.0557, 1489247.066900001 5377871.3101)",0.0,16.050543323636152
61953,8058365,GOLF LINKS ROAD,N,GOLF LINKS ROAD,,1787863,2,,,sealed,"LINESTRING (1480492.1808139365 5377570.246715709, 1480506.9566621082 5377541.601321365, 1480512.5540792719 5377531.3019649135)",0.0,43.95383652168394
61222,8057407,,N,,,0,1,,,unmetalled,"LINESTRING (1488071.5093052816 5377593.482004279, 1488064.7801666148 5377613.868204439, 1488041.7135467706 5377675.891782243, 1488040.1757721147 5377692.29471191)",0.0,104.1168965869347
61225,8057410,,N,,,0,1,,,unmetalled,"LINESTRING (1488294.6253074508 5377764.045060646, 1488292.023543639 5377768.518268603)",0.0,5.1748202248225255
49895,3211950,UTOPIA ROAD,N,UTOPIA ROAD,,1787890,1,,,metalled,"LINESTRING (1489308.1228626198 5377893.167712696, 1489247.066900001 5377871.310100002)",0.0,64.85048807825794
60522,3246776,BEACH ROAD,N,BEACH ROAD,,1789546,1,,,metalled,"LINESTRING (1491720.0234000003 5379621.194300001, 1491723.1008418621 5379615.397544848)",0.0,6.563003787449079
2990,3225339,POTTINGERS ROAD,N,POTTINGERS ROAD,,3035041,1,,,metalled,"LINESTRING (1495722.7576180706 5382854.726288245, 1495766.420008435 5382796.666667007, 1495770.1203783096 5382791.645341217)",0.0,78.88269570516556
60530,3225346,,N,,,0,1,,,metalled,"MULTILINESTRING ((1495158.632780347 5382506.352371647, 1495174.9830953265 5382488.643855327, 1495226.979464664 5382432.882734992), (1495690.7859494197 5382735.3140348205, 1495714.5857460368 5382755.733292059), (1495759.9018984016 5382791.82617771, 1495766.420008435 5382796.666667007))",0.0,139.8226181045968
2991,3211314,COLLINS ROAD,N,COLLINS ROAD,,1787897,1,,,metalled,"LINESTRING (1496112.9461250682 5383433.735802238, 1496107.3980792807 5383439.183354342)",0.0,7.775386549308499
62010,3297438,,N,,,0,1,,,unmetalled,"LINESTRING (1497988.8753302055 5384961.772593733, 1497988.5328897086 5384962.401291895)",0.0,0.7159098215348018
4719,3225341,MANNS ROAD,N,MANNS ROAD,,1787965,1,,,metalled,"MULTILINESTRING ((1498032.0653564518 5385005.292721883, 1498030.8986883748 5385004.594596299), (1498002.7307337478 5384987.7390997335, 1497993.0321836283 5384981.93555878))",0.0,12.661936432586833
49913,3225342,CAINS ROAD,N,CAINS ROAD,,1787875,1,,,metalled,"LINESTRING (1498525.340589121 5385689.422493177, 1498531.172016845 5385685.717274961, 1498545.6600474324 5385670.3597371215)",0.0,28.02195158807156
380,3297666,BEACH ROAD,N,BEACH ROAD,,1789547,1,,,metalled,"LINESTRING (1504580.2482791564 5390890.115152787, 1504559.4475961523 5390902.472520385)",0.0,24.194481754660462
62034,3297661,TYLER ROAD,N,TYLER ROAD,,1787891,2,,,sealed,"MULTILINESTRING ((1506345.0439408417 5393152.852080276, 1506343.381097281 5393153.944928492), (1506342.1686025264 5393154.741800045, 1506331.041837321 5393162.054493672), (1506321.0659422972 5393168.610816433, 1506318.9652580805 5393169.9914207505, 1506306.2315614326 5393182.094736377))",0.0,35.386310107925254
19885,6427555,MAIN ROAD,N,MAIN ROAD,67,3026942,2,,,sealed,"MULTILINESTRING ((1505442.2877581082 5392094.066279974, 1505459.5933664562 5392125.312517269, 1505486.5165804448 5392163.005016853, 1505530.9814121556 5392219.572902985), (1505574.2534626778 5392274.694149978, 1505598.0963120526 5392305.229998765, 1505658.9685879722 5392381.802363951, 1505711.75557029 5392448.801226122), (1506070.7137874197 5392923.2117723655, 1506101.410476517 5392975.935768625, 1506130.0713199284 5393025.79414573, 1506146.018370593 5393052.073088375, 1506170.6908815382 5393085.929738151, 1506198.1175773386 5393115.82710377, 1506236.7593349367 5393145.9585415805, 1506259.4445760222 5393159.884135119, 1506288.418794835 5393173.809728657, 1506306.2315614326 5393182.094736377, 1506332.4416389223 5393194.922725311, 1506349.4624562087 5393203.469008583, 1506359.671321877 5393208.594958553))",0.0,794.6317072956776
53932,3297671,CORBETT STREET,N,CORBETT STREET,,1785247,1,,,sealed,"LINESTRING (1506585.6726603883 5393550.440760563, 1506577.0176897086 5393556.254291876)",0.0,10.426200832237797
54228,3297683,BATTY STREET,N,BATTY STREET,,1787947,1,,,metalled,"LINESTRING (1511178.938412035 5402438.471822221, 1511218.3937272623 5402414.625203128)",0.0,46.101877856031386
62035,3297674,BURNETT STREET,N,BURNETT STREET,,1787873,1,,,metalled,"LINESTRING (1511209.3424252924 5402527.0068628965, 1511235.2303818325 5402507.71975298, 1511243.1381324604 5402500.2189068245, 1511269.5174863348 5402483.803349976, 1511283.7067506579 5402473.53498741)",0.0,91.76703081974865
12786,3203088,DE MALMANCHES ROAD,N,DE MALMANCHES ROAD,,1786484,1,,,metalled,"MULTILINESTRING ((1511587.366695459 5402747.424342292, 1511565.8890391225 5402759.858774909, 1511502.3236180907 5402793.184335449, 1511498.713942455 5402795.683341659), (1511488.7943165388 5402802.550774985, 1511485.0872835442 5402805.117182443, 1511470.232337569 5402815.401375811, 1511458.984064635 5402837.949123827, 1511462.044163609 5402861.661275488, 1511462.905483927 5402864.606249932))",0.0,175.73034135116973
61342,3245554,,N,,,0,1,,,unmetalled,"LINESTRING (1523417.0584975528 5425355.634352865, 1523423.166068417 5425353.384195178)",0.0,6.508888651512864
63245,3298510,BEACH ROAD,N,BEACH ROAD,,1779887,1,,,sealed,"LINESTRING (1606228.814000003 5233681.2537, 1606194.644000003 5233740.175900001)",0.0,68.11324799871515
63239,3298507,ISLAND TERRACE,N,ISLAND TERRACE,,1786118,1,,,sealed,"LINESTRING (1606078.8659550706 5233667.086519484, 1606078.4910999984 5233655.371900001)",0.0,11.720615426477373
63240,3298503,PEGASUS CRESCENT,N,PEGASUS CRESCENT,,1779913,1,,,sealed,"LINESTRING (1605961.055347889 5233801.775456418, 1605960.7254999988 5233802.120200001)",0.0,0.4771244788097056
62802,3247116,THE PARADE,N,THE PARADE,,1779795,2,,,sealed,"LINESTRING (1606284.0658172502 5233717.18630417, 1606249.5293999985 5233692.9286, 1606228.814000003 5233681.2537, 1606220.9015000006 5233676.5244, 1606213.5988999987 5233672.979, 1606205.238099997 5233669.9098000005)",0.0,92.22528655907713
13145,3204300,WHAKATU DRIVE,N,WHAKATU DRIVE,6,3038798,3,,,sealed,"MULTILINESTRING ((1617780.2419455717 5426090.514383789, 1617792.1554010883 5426106.801660387, 1617805.9085527225 5426125.442691695), (1618237.5297923936 5426715.386408424, 1618241.0328984642 5426720.290756922, 1618265.1628984883 5426752.358256955, 1618305.3266485287 5426808.7145070145, 1618335.3303985624 5426849.8307570545, 1618379.31195131 5426910.045248832), (1618433.0005097024 5426983.663570116, 1618453.5991486823 5427011.914507222, 1618459.0828302049 5427019.460857942), (1618550.6054584614 5427152.762953289, 1618551.5992722744 5427154.413966559, 1618554.4053987851 5427159.075757372, 1618559.951209952 5427168.442016233))",0.0,346.7183123208253
64233,7642484,CURTIS STREET,N,CURTIS STREET,,1789325,2,,,sealed,"LINESTRING (1618305.7568487606 5426709.232841985, 1618322.0350860506 5426732.514506949, 1618330.6869610604 5426743.388881959, 1618339.418211069 5426752.358256969, 1618344.7363360748 5426756.485756973, 1618349.7369610788 5426759.502006977, 1618354.8169610845 5426761.327631978, 1618361.325711091 5426762.518256979, 1618370.3744611004 5426762.99450698, 1618384.0494187726 5426763.12571895, 1618391.239301088 5426762.941305465)",0.0,109.33742749590363
65925,3301842,,N,,,0,1,,,sealed,"LINESTRING (1618466.6443157292 5426989.516553063, 1618466.2374611227 5426988.953426527, 1618464.5542164173 5426986.450010044)",0.0,3.711412581577923
64988,3276851,SONGER STREET,N,SONGER STREET,,1781395,2,,,sealed,"MULTILINESTRING ((1618388.052749997 5427269.653600001, 1618389.3983432483 5427262.047101394, 1618391.853477383 5427254.586509875, 1618395.576023627 5427247.102632467, 1618401.053144725 5427239.633695325, 1618408.355398639 5427232.259507453, 1618419.0710236486 5427224.083882443, 1618471.3176418804 5427190.748193399), (1618504.4860200933 5427169.58527837, 1618534.3656984223 5427150.520701577, 1618534.8292590925 5427150.224929049))",0.0,155.02474368247746
65933,3301907,DUFFY PLACE,N,DUFFY PLACE,,1789850,1,,,sealed,"LINESTRING (1618596.8552999925 5427169.967149987, 1618596.8670075207 5427170.00097853)",0.0,0.03579715873172603
65934,3249308,ALLPORT PLACE,N,ALLPORT PLACE,,1789849,2,,,sealed,"LINESTRING (1618704.6550993188 5427202.5204888955, 1618703.1339448227 5427203.597099205)",0.0,1.86359887279069
65929,6064440,QUIET WOMAN WAY,N,QUIET WOMAN WAY,,1778979,1,,,sealed,"MULTILINESTRING ((1618467.7473234786 5427307.4387747245, 1618471.6609155163 5427305.609640087, 1618475.9162424048 5427303.841395437, 1618479.3011429915 5427302.517190683), (1618473.089801245 5427215.558420449, 1618450.2572307969 5427230.936482179, 1618442.9628986744 5427236.942632454))",0.0,49.53997722838937
65930,7643541,QUIET WOMAN WAY,N,QUIET WOMAN WAY,,1778979,2,,,sealed,"LINESTRING (1618442.9628986744 5427236.942632454, 1618441.0578986723 5427240.117632459, 1618440.343523671 5427243.292632461, 1618440.264148673 5427246.547007465, 1618447.9635236785 5427258.373882476, 1618448.3463213928 5427261.972988327, 1618447.131357843 5427265.077150943, 1618441.2166486727 5427273.534507491, 1618440.1808922524 5427276.55017528, 1618440.9785236726 5427279.884507499, 1618443.121648673 5427283.138882501, 1618467.7473234786 5427307.4387747245)",0.0,86.70789428036564
50967,3228077,MARTIN STREET,N,MARTIN STREET,,1788235,2,,,sealed,"MULTILINESTRING ((1617830.7164705386 5427440.075263526, 1617821.6958136829 5427463.547495263, 1617812.249148027 5427492.927007705, 1617809.788523023 5427498.3245077105, 1617805.9785230188 5427503.563257715, 1617801.8510230146 5427507.84950772, 1617801.278018373 5427508.19678326, 1617796.6122730104 5427511.024507723, 1617791.6116480045 5427512.135757723, 1617785.896647999 5427511.738882722, 1617777.6416479908 5427510.310132722, 1617741.2878979528 5427499.27700771, 1617627.702272837 5427467.288882678, 1617615.9547728244 5427463.796382675, 1617606.1122728148 5427460.780132671, 1617599.7622728087 5427458.875132669, 1617594.1270359447 5427457.422511946, 1617588.4910227964 5427456.652632667, 1617576.1407194426 5427456.091145269, 1617565.7869400326 5427455.824423549, 1617551.2354766442 5427455.755784571), (1617549.2943726813 5427455.74662842, 1617548.9549249068 5427455.7450272525))",0.0,334.015599812918
65931,6064441,QUIET WOMAN WAY,N,QUIET WOMAN WAY,,1778979,1,,,sealed,"LINESTRING (1618467.7473234786 5427307.4387747245, 1618462.474755113 5427310.548113023, 1618457.864905945 5427314.661366729, 1618434.504482543 5427334.536716531)",0.0,42.97072753670492
50982,3213656,POINT ROAD,N,POINT ROAD,,1788298,2,,,sealed,"MULTILINESTRING ((1617652.0168020544 5427370.575102085, 1617660.4815976722 5427374.513055539, 1617694.8535229107 5427388.985445111, 1617765.021022981 5427416.449195139, 1617791.373523009 5427425.815445148, 1617830.7164705386 5427440.075263526, 1617849.158523067 5427445.976695169, 1617899.5616481183 5427463.915445186, 1617925.199773145 5427473.043570196, 1617931.5592516111 5427474.789309382, 1617939.0110231582 5427475.662945199, 1617945.2816481646 5427475.821695198, 1618079.3460233025 5427478.837945202, 1618130.2253983542 5427479.949195204, 1618180.0728984047 5427480.981070205, 1618250.5578984767 5427482.409820206, 1618283.2156647844 5427483.660338504, 1618304.4535235325 5427484.473570209, 1618351.8403985808 5427487.331070213, 1618413.8322736444 5427490.664820213, 1618441.8145949366 5427492.89345712, 1618451.0591486823 5427493.681070217, 1618470.9822737025 5427495.586070219, 1618481.4597737147 5427495.586070219, 1618486.175965495 5427495.028241084), (1618483.0385208728 5427354.840472467, 1618473.839773707 5427351.20294507, 1618451.8528986825 5427341.836695061, 1618434.504482543 5427334.536716531, 1618427.564148659 5427331.359195051, 1618417.1660236483 5427325.961695044, 1618410.1016486408 5427321.19919504, 1618405.0216486342 5427317.309820036, 1618398.671648629 5427309.927945029, 1618394.1472736243 5427303.498570023, 1618391.8453986226 5427298.180445016, 1618389.2572065443 5427291.015292115, 1618388.167729739 5427283.261657164, 1618388.0080971904 5427279.700959771, 1618387.861711705 5427276.435745895, 1618387.9195080046 5427274.383890606, 1618388.052749997 5427269.653600001))",0.0,993.0093262141353
